hsa	gge
hsa0000067361	gge0000065425
hsa0000067365	gge0000065427
hsa0000067443	gge0000065754
hsa0000067563	gge0000063294
hsa0000067565	gge0000063298
hsa0000067630	gge0000063573
hsa0000067634	gge0000063578
hsa0000067639	gge0000063579
hsa0000067644	gge0000063582
hsa0000067831	gge0000067915
hsa0000067890	gge0000062494
hsa0000067892	gge0000062496
hsa0000067898	gge0000062502
hsa0000067909	gge0000062513
hsa0000067980	gge0000064033
hsa0000068002	gge0000064017
hsa0000068003	gge0000064018
hsa0000068028	gge0000067951
hsa0000068107	gge0000072872
hsa0000068146	gge0000063728
hsa0000068171	gge0000062746
hsa0000068172	gge0000062746
hsa0000068173	gge0000062747
hsa0000068174	gge0000062746
hsa0000068184	gge0000062748
hsa0000068198	gge0000062752
hsa0000068200	gge0000062753
hsa0000068257	gge0000065196
hsa0000068296	gge0000068126
hsa0000068333	gge0000066531
hsa0000068337	gge0000066534
hsa0000068338	gge0000066536
hsa0000068339	gge0000066537
hsa0000068351	gge0000063907
hsa0000068408	gge0000062679
hsa0000068428	gge0000065455
hsa0000068440	gge0000062170
hsa0000068445	gge0000062173
hsa0000068488	gge0000064854
hsa0000068489	gge0000064854
hsa0000068545	gge0000073777
hsa0000068546	gge0000073777
hsa0000068691	gge0000067996
hsa0000068692	gge0000067996
hsa0000068697	gge0000068000
hsa0000068754	gge0000064364
hsa0000068766	gge0000064373
hsa0000068773	gge0000064381
hsa0000068778	gge0000067381
hsa0000068779	gge0000067381
hsa0000068795	gge0000062304
hsa0000068838	gge0000061815
hsa0000068858	gge0000064743
hsa0000068859	gge0000064744
hsa0000068919	gge0000062634
hsa0000068923	gge0000062635
hsa0000069160	gge0000069642
hsa0000069240	gge0000067805
hsa0000069375	gge0000065397
hsa0000069399	gge0000063990
hsa0000069401	gge0000063992
hsa0000069551	gge0000062225
hsa0000070127	gge0000069700
hsa0000070135	gge0000069705
hsa0000070215	gge0000062442
hsa0000070230	gge0000062457
hsa0000070231	gge0000062458
hsa0000070234	gge0000062461
hsa0000070237	gge0000062464
hsa0000070241	gge0000062466
hsa0000070249	gge0000064775
hsa0000070256	gge0000063323
hsa0000070299	gge0000063361
hsa0000070300	gge0000063362
hsa0000070304	gge0000063365
hsa0000070352	gge0000063399
hsa0000070362	gge0000067793
hsa0000070377	gge0000067341
hsa0000070402	gge0000067375
hsa0000070417	gge0000069422
hsa0000070425	gge0000069429
hsa0000070456	gge0000068570
hsa0000070457	gge0000068570
hsa0000070458	gge0000068571
hsa0000070623	gge0000068060
hsa0000070637	gge0000064588
hsa0000070700	gge0000064807
hsa0000070734	gge0000064835
hsa0000070773	gge0000070455
hsa0000070782	gge0000070464
hsa0000070850	gge0000063594
hsa0000070851	gge0000063595
hsa0000070853	gge0000063597
hsa0000070857	gge0000063601
hsa0000070863	gge0000063606
hsa0000070864	gge0000063607
hsa0000070865	gge0000063607
hsa0000070873	gge0000063615
hsa0000070879	gge0000063620
hsa0000070883	gge0000063627
hsa0000070884	gge0000063628
hsa0000071058	gge0000062290
hsa0000071059	gge0000062290
hsa0000071063	gge0000062293
hsa0000071128	gge0000066717
hsa0000071132	gge0000066722
hsa0000071133	gge0000066723
hsa0000071139	gge0000066728
hsa0000071197	gge0000072695
hsa0000071259	gge0000064906
hsa0000071280	gge0000068064
hsa0000071304	gge0000063035
hsa0000071548	gge0000065650
hsa0000071590	gge0000065628
hsa0000071600	gge0000065633
hsa0000071602	gge0000065635
hsa0000071614	gge0000065642
hsa0000071689	gge0000066188
hsa0000071711	gge0000072994
hsa0000071714	gge0000072999
hsa0000071718	gge0000073004
hsa0000071820	gge0000074703
hsa0000071846	gge0000067173
hsa0000071856	gge0000067181
hsa0000071858	gge0000067183
hsa0000071860	gge0000067184
hsa0000071895	gge0000071388
hsa0000071923	gge0000071287
hsa0000071951	gge0000067034
hsa0000071952	gge0000067037
hsa0000072168	gge0000072302
hsa0000072169	gge0000072303
hsa0000072309	gge0000067418
hsa0000072310	gge0000067418
hsa0000072314	gge0000067420
hsa0000072367	gge0000068003
hsa0000072403	gge0000071125
hsa0000072419	gge0000063193
hsa0000072452	gge0000073162
hsa0000072462	gge0000073168
hsa0000072607	gge0000065335
hsa0000072610	gge0000065337
hsa0000072620	gge0000065319
hsa0000072621	gge0000065320
hsa0000072647	gge0000065367
hsa0000072691	gge0000070282
hsa0000072692	gge0000070282
hsa0000072697	gge0000070287
hsa0000072698	gge0000070290
hsa0000072713	gge0000070304
hsa0000072716	gge0000070307
hsa0000072753	gge0000068440
hsa0000072793	gge0000067456
hsa0000072911	gge0000065945
hsa0000072912	gge0000065945
hsa0000072923	gge0000073224
hsa0000072924	gge0000073225
hsa0000072927	gge0000073227
hsa0000072929	gge0000073229
hsa0000072933	gge0000073233
hsa0000072935	gge0000073236
hsa0000072936	gge0000073237
hsa0000072937	gge0000073238
hsa0000072941	gge0000073242
hsa0000072944	gge0000073245
hsa0000072947	gge0000073247
hsa0000072949	gge0000073249
hsa0000072950	gge0000073250
hsa0000072952	gge0000073252
hsa0000072955	gge0000073254
hsa0000072960	gge0000073258
hsa0000072968	gge0000073264
hsa0000072969	gge0000073264
hsa0000072972	gge0000073267
hsa0000072980	gge0000073275
hsa0000072987	gge0000073281
hsa0000072999	gge0000062034
hsa0000073000	gge0000062034
hsa0000073003	gge0000062037
hsa0000073005	gge0000062038
hsa0000073040	gge0000066738
hsa0000073053	gge0000064572
hsa0000073129	gge0000063087
hsa0000073135	gge0000063091
hsa0000073191	gge0000066120
hsa0000073345	gge0000074089
hsa0000073353	gge0000063472
hsa0000073362	gge0000063479
hsa0000073369	gge0000063486
hsa0000073385	gge0000063501
hsa0000073386	gge0000067134
hsa0000073390	gge0000067141
hsa0000073392	gge0000067142
hsa0000073395	gge0000067144
hsa0000073397	gge0000067145
hsa0000073404	gge0000067151
hsa0000073407	gge0000067154
hsa0000073411	gge0000067158
hsa0000073481	gge0000062367
hsa0000073489	gge0000062374
hsa0000073490	gge0000062375
hsa0000073534	gge0000062419
hsa0000073583	gge0000066935
hsa0000073593	gge0000066941
hsa0000073599	gge0000066945
hsa0000073600	gge0000066947
hsa0000073601	gge0000066948
hsa0000073616	gge0000068381
hsa0000073656	gge0000063842
hsa0000073657	gge0000063843
hsa0000073662	gge0000063852
hsa0000073662	gge0000063851
hsa0000073663	gge0000063854
hsa0000073669	gge0000063858
hsa0000073723	gge0000070671
hsa0000073724	gge0000070671
hsa0000073731	gge0000070678
hsa0000073732	gge0000070679
hsa0000073787	gge0000073891
hsa0000073813	gge0000072631
hsa0000073818	gge0000072635
hsa0000073820	gge0000072636
hsa0000073825	gge0000072518
hsa0000073826	gge0000072519
hsa0000073833	gge0000072525
hsa0000073834	gge0000072526
hsa0000073839	gge0000072530
hsa0000073900	gge0000068609
hsa0000073902	gge0000068610
hsa0000073905	gge0000068610
hsa0000073905	gge0000068611
hsa0000073911	gge0000068615
hsa0000073916	gge0000067054
hsa0000073941	gge0000066792
hsa0000073945	gge0000066793
hsa0000073948	gge0000066794
hsa0000073950	gge0000066795
hsa0000073953	gge0000066796
hsa0000073954	gge0000066797
hsa0000073956	gge0000066798
hsa0000073957	gge0000066799
hsa0000073959	gge0000066800
hsa0000073990	gge0000071028
hsa0000073994	gge0000071032
hsa0000074081	gge0000074213
hsa0000074089	gge0000074220
hsa0000074152	gge0000067751
hsa0000074164	gge0000067759
hsa0000074176	gge0000067767
hsa0000074204	gge0000062017
hsa0000074305	gge0000063462
hsa0000074308	gge0000063465
hsa0000074318	gge0000063529
hsa0000074324	gge0000063534
hsa0000074342	gge0000063678
hsa0000074461	gge0000067823
hsa0000074464	gge0000067827
hsa0000074465	gge0000067828
hsa0000074474	gge0000067837
hsa0000074518	gge0000071616
hsa0000074538	gge0000071630
hsa0000074560	gge0000063548
hsa0000074563	gge0000063551
hsa0000074654	gge0000067657
hsa0000074810	gge0000067569
hsa0000074887	gge0000066216
hsa0000074896	gge0000066221
hsa0000074897	gge0000066222
hsa0000074898	gge0000066223
hsa0000074938	gge0000061958
hsa0000074942	gge0000061960
hsa0000075013	gge0000069782
hsa0000075024	gge0000070568
hsa0000075062	gge0000065878
hsa0000075063	gge0000065878
hsa0000075112	gge0000065912
hsa0000075224	gge0000070004
hsa0000075225	gge0000070005
hsa0000075226	gge0000070006
hsa0000075227	gge0000070007
hsa0000075293	gge0000066816
hsa0000075333	gge0000066194
hsa0000075347	gge0000064684
hsa0000075541	gge0000062955
hsa0000075550	gge0000062963
hsa0000075558	gge0000062971
hsa0000075567	gge0000062978
hsa0000075568	gge0000062979
hsa0000075573	gge0000062984
hsa0000075585	gge0000062990
hsa0000075676	gge0000067544
hsa0000075677	gge0000067546
hsa0000075678	gge0000067721
hsa0000075679	gge0000067723
hsa0000075681	gge0000067724
hsa0000075687	gge0000067730
hsa0000075689	gge0000067731
hsa0000075693	gge0000067735
hsa0000075829	gge0000070220
hsa0000075938	gge0000027338
hsa0000075970	gge0000027254
hsa0000075998	gge0000027281
hsa0000076047	gge0000027596
hsa0000076048	gge0000027597
hsa0000076049	gge0000027597
hsa0000076050	gge0000027597
hsa0000076051	gge0000027598
hsa0000076111	gge0000174579
hsa0000076113	gge0000085111
hsa0000076114	gge0000085112
hsa0000076120	gge0000174589
hsa0000076124	gge0000085122
hsa0000076125	gge0000085123
hsa0000076127	gge0000174595
hsa0000076169	gge0000027710
hsa0000076176	gge0000084939
hsa0000076177	gge0000084940
hsa0000076181	gge0000084943
hsa0000076189	gge0000027610
hsa0000076190	gge0000027612
hsa0000076219	gge0000082376
hsa0000076238	gge0000027297
hsa0000076239	gge0000027298
hsa0000076293	gge0000027918
hsa0000076295	gge0000027919
hsa0000076323	gge0000085344
hsa0000076343	gge0000084969
hsa0000076344	gge0000084969
hsa0000076439	gge0000077208
hsa0000076490	gge0000082648
hsa0000076494	gge0000082652
hsa0000076498	gge0000174166
hsa0000076499	gge0000082657
hsa0000076502	gge0000082660
hsa0000076540	gge0000084090
hsa0000076541	gge0000084091
hsa0000076542	gge0000084092
hsa0000076545	gge0000084095
hsa0000076547	gge0000174491
hsa0000076564	gge0000174508
hsa0000076565	gge0000174509
hsa0000076573	gge0000174517
hsa0000076576	gge0000174520
hsa0000076576	gge0000084126
hsa0000076578	gge0000084128
hsa0000076579	gge0000084129
hsa0000076579	gge0000174523
hsa0000076583	gge0000084132
hsa0000076584	gge0000084133
hsa0000076585	gge0000084133
hsa0000076587	gge0000084134
hsa0000076609	gge0000077289
hsa0000076614	gge0000077296
hsa0000076615	gge0000077297
hsa0000076633	gge0000077314
hsa0000076635	gge0000077315
hsa0000076642	gge0000174788
hsa0000076650	gge0000077974
hsa0000076652	gge0000085312
hsa0000076664	gge0000085322
hsa0000076765	gge0000083949
hsa0000076768	gge0000083952
hsa0000076791	gge0000082566
hsa0000076965	gge0000081444
hsa0000077017	gge0000083861
hsa0000077018	gge0000083861
hsa0000077022	gge0000083865
hsa0000077125	gge0000082825
hsa0000077127	gge0000082828
hsa0000077128	gge0000082829
hsa0000077129	gge0000082830
hsa0000077179	gge0000076876
hsa0000077184	gge0000076881
hsa0000077193	gge0000081384
hsa0000077206	gge0000079352
hsa0000077219	gge0000081117
hsa0000077230	gge0000081127
hsa0000077283	gge0000082673
hsa0000077292	gge0000076196
hsa0000077339	gge0000142901
hsa0000077342	gge0000076216
hsa0000077352	gge0000076488
hsa0000077373	gge0000081488
hsa0000077374	gge0000081489
hsa0000077377	gge0000078770
hsa0000077378	gge0000078771
hsa0000077394	gge0000076345
hsa0000077395	gge0000076346
hsa0000077396	gge0000076347
hsa0000077400	gge0000076353
hsa0000077498	gge0000084140
hsa0000077502	gge0000145121
hsa0000077515	gge0000145134
hsa0000077520	gge0000145141
hsa0000077573	gge0000145108
hsa0000077585	gge0000145117
hsa0000077608	gge0000145016
hsa0000077623	gge0000146371
hsa0000077629	gge0000076380
hsa0000077634	gge0000076383
hsa0000077636	gge0000076385
hsa0000077756	gge0000083153
hsa0000077760	gge0000144502
hsa0000077761	gge0000144503
hsa0000077797	gge0000077706
hsa0000077803	gge0000078706
hsa0000077807	gge0000077349
hsa0000077876	gge0000146514
hsa0000077895	gge0000146529
hsa0000077931	gge0000143394
hsa0000077966	gge0000143188
hsa0000077977	gge0000143080
hsa0000077978	gge0000143081
hsa0000078039	gge0000143637
hsa0000078068	gge0000146543
hsa0000078120	gge0000076763
hsa0000078125	gge0000076767
hsa0000078130	gge0000174129
hsa0000078275	gge0000145697
hsa0000078282	gge0000145703
hsa0000078374	gge0000143189
hsa0000078388	gge0000143196
hsa0000078390	gge0000143197
hsa0000078395	gge0000144881
hsa0000078399	gge0000144885
hsa0000078400	gge0000144886
hsa0000078413	gge0000146677
hsa0000078417	gge0000146681
hsa0000078480	gge0000144378
hsa0000078565	gge0000146629
hsa0000078592	gge0000146608
hsa0000078717	gge0000142853
hsa0000078742	gge0000142848
hsa0000078745	gge0000142852
hsa0000078862	gge0000145987
hsa0000078868	gge0000145991
hsa0000078869	gge0000145992
hsa0000078934	gge0000027471
hsa0000079002	gge0000143406
hsa0000079003	gge0000143406
hsa0000079007	gge0000076427
hsa0000079023	gge0000076433
hsa0000079059	gge0000142927
hsa0000079060	gge0000142928
hsa0000079061	gge0000142928
hsa0000079072	gge0000142936
hsa0000079075	gge0000142938
hsa0000079081	gge0000142944
hsa0000079102	gge0000142958
hsa0000079178	gge0000143844
hsa0000079418	gge0000143388
hsa0000079509	gge0000143419
hsa0000079544	gge0000084074
hsa0000079551	gge0000084076
hsa0000079556	gge0000144657
hsa0000079580	gge0000081532
hsa0000079586	gge0000081538
hsa0000079664	gge0000144448
hsa0000079683	gge0000146091
hsa0000079716	gge0000077622
hsa0000079719	gge0000077625
hsa0000079726	gge0000077631
hsa0000079728	gge0000077633
hsa0000079794	gge0000083944
hsa0000079885	gge0000144824
hsa0000079892	gge0000144829
hsa0000079942	gge0000144778
hsa0000079944	gge0000144779
hsa0000079952	gge0000144786
hsa0000079958	gge0000144763
hsa0000079961	gge0000144766
hsa0000079984	gge0000145229
hsa0000079988	gge0000145233
hsa0000080223	gge0000035914
hsa0000080257	gge0000146277
hsa0000080263	gge0000146282
hsa0000080264	gge0000146282
hsa0000080294	gge0000078926
hsa0000080312	gge0000145730
hsa0000080314	gge0000145731
hsa0000080318	gge0000145734
hsa0000080319	gge0000145735
hsa0000080322	gge0000146684
hsa0000080326	gge0000146688
hsa0000080396	gge0000146820
hsa0000080484	gge0000039673
hsa0000080503	gge0000145084
hsa0000080508	gge0000145087
hsa0000080690	gge0000144903
hsa0000080691	gge0000144903
hsa0000080706	gge0000084046
hsa0000080832	gge0000143589
hsa0000080835	gge0000143594
hsa0000080836	gge0000143595
hsa0000080843	gge0000143602
hsa0000080918	gge0000145817
hsa0000080947	gge0000079709
hsa0000080948	gge0000079710
hsa0000081083	gge0000027328
hsa0000081115	gge0000143167
hsa0000081163	gge0000076921
hsa0000081168	gge0000077776
hsa0000081173	gge0000077780
hsa0000081184	gge0000076328
hsa0000081218	gge0000079254
hsa0000081231	gge0000079267
hsa0000081245	gge0000085336
hsa0000081266	gge0000080459
hsa0000081279	gge0000080465
hsa0000081296	gge0000080471
hsa0000081424	gge0000082612
hsa0000081520	gge0000079619
hsa0000081529	gge0000079627
hsa0000081533	gge0000079630
hsa0000081551	gge0000144838
hsa0000081750	gge0000077955
hsa0000081841	gge0000078708
hsa0000081861	gge0000078727
hsa0000082022	gge0000144230
hsa0000082086	gge0000035478
hsa0000082179	gge0000085199
hsa0000082180	gge0000085200
hsa0000082205	gge0000084267
hsa0000082231	gge0000144606
hsa0000082287	gge0000145045
hsa0000082354	gge0000079187
hsa0000082450	gge0000174796
hsa0000082451	gge0000174796
hsa0000082485	gge0000079906
hsa0000082560	gge0000083449
hsa0000082561	gge0000083450
hsa0000082567	gge0000083452
hsa0000082840	gge0000081905
hsa0000082903	gge0000081925
hsa0000082908	gge0000081929
hsa0000082910	gge0000081931
hsa0000082912	gge0000081933
hsa0000082913	gge0000081934
hsa0000082914	gge0000081935
hsa0000082917	gge0000081938
hsa0000082920	gge0000081941
hsa0000082926	gge0000081948
hsa0000082957	gge0000145785
hsa0000082961	gge0000145786
hsa0000082964	gge0000145787
hsa0000082973	gge0000145798
hsa0000082974	gge0000145799
hsa0000082989	gge0000080146
hsa0000083059	gge0000145974
hsa0000083172	gge0000082601
hsa0000083263	gge0000143303
hsa0000083267	gge0000143308
hsa0000083278	gge0000143316
hsa0000083281	gge0000143320
hsa0000083293	gge0000143332
hsa0000083297	gge0000143336
hsa0000083426	gge0000084816
hsa0000083442	gge0000083295
hsa0000083448	gge0000083301
hsa0000083454	gge0000083307
hsa0000083456	gge0000083311
hsa0000083493	gge0000146015
hsa0000083505	gge0000145461
hsa0000083531	gge0000080177
hsa0000083532	gge0000080178
hsa0000083712	gge0000144699
hsa0000083813	gge0000145689
hsa0000083843	gge0000081474
hsa0000083844	gge0000081475
hsa0000083855	gge0000081477
hsa0000083869	gge0000081483
hsa0000083878	gge0000145308
hsa0000083880	gge0000143143
hsa0000084073	gge0000080845
hsa0000084078	gge0000080850
hsa0000084201	gge0000079717
hsa0000084202	gge0000079717
hsa0000084247	gge0000079686
hsa0000084248	gge0000079687
hsa0000084255	gge0000080800
hsa0000084335	gge0000144281
hsa0000084337	gge0000144283
hsa0000084339	gge0000144284
hsa0000084340	gge0000144286
hsa0000084518	gge0000077879
hsa0000084537	gge0000077894
hsa0000084547	gge0000077900
hsa0000084549	gge0000077903
hsa0000084550	gge0000077904
hsa0000084642	gge0000145540
hsa0000084643	gge0000145540
hsa0000084649	gge0000145544
hsa0000084652	gge0000145547
hsa0000084708	gge0000145633
hsa0000084748	gge0000082254
hsa0000084749	gge0000082255
hsa0000084766	gge0000082267
hsa0000084777	gge0000082276
hsa0000084789	gge0000081846
hsa0000084797	gge0000081850
hsa0000084799	gge0000081852
hsa0000084800	gge0000081853
hsa0000084806	gge0000084972
hsa0000084813	gge0000084976
hsa0000084818	gge0000084980
hsa0000084821	gge0000084982
hsa0000084822	gge0000084983
hsa0000084824	gge0000084985
hsa0000084828	gge0000084988
hsa0000084923	gge0000084012
hsa0000084927	gge0000084013
hsa0000084928	gge0000084013
hsa0000084928	gge0000084014
hsa0000084929	gge0000084016
hsa0000085147	gge0000077152
hsa0000085149	gge0000077153
hsa0000085151	gge0000077155
hsa0000085152	gge0000077157
hsa0000085154	gge0000077160
hsa0000085157	gge0000077162
hsa0000085160	gge0000077165
hsa0000085266	gge0000083704
hsa0000085276	gge0000083841
hsa0000085284	gge0000083850
hsa0000085299	gge0000146393
hsa0000085300	gge0000146394
hsa0000085336	gge0000027648
hsa0000085344	gge0000027656
hsa0000085359	gge0000027671
hsa0000085375	gge0000027684
hsa0000085385	gge0000027691
hsa0000085386	gge0000027692
hsa0000085393	gge0000027699
hsa0000085431	gge0000146812
hsa0000085435	gge0000146816
hsa0000085476	gge0000077717
hsa0000085490	gge0000077730
hsa0000085538	gge0000174541
hsa0000085545	gge0000082413
hsa0000085548	gge0000174550
hsa0000085552	gge0000082419
hsa0000085554	gge0000174556
hsa0000085565	gge0000174566
hsa0000085572	gge0000144293
hsa0000085581	gge0000144296
hsa0000085583	gge0000144297
hsa0000085593	gge0000144302
hsa0000085594	gge0000144303
hsa0000085595	gge0000144303
hsa0000085610	gge0000027810
hsa0000085620	gge0000027816
hsa0000085626	gge0000027823
hsa0000085635	gge0000027832
hsa0000085726	gge0000083055
hsa0000085739	gge0000083067
hsa0000085761	gge0000146414
hsa0000085777	gge0000146424
hsa0000085779	gge0000146426
hsa0000085780	gge0000146427
hsa0000085781	gge0000146427
hsa0000085782	gge0000146428
hsa0000085783	gge0000146428
hsa0000085784	gge0000146429
hsa0000085817	gge0000144142
hsa0000085853	gge0000078504
hsa0000085859	gge0000078507
hsa0000085940	gge0000077444
hsa0000085941	gge0000077444
hsa0000085944	gge0000077445
hsa0000085953	gge0000077448
hsa0000085957	gge0000077451
hsa0000085960	gge0000077452
hsa0000085961	gge0000077453
hsa0000085962	gge0000077453
hsa0000085967	gge0000145057
hsa0000085968	gge0000145058
hsa0000085982	gge0000145067
hsa0000085983	gge0000145068
hsa0000085985	gge0000145070
hsa0000086014	gge0000145911
hsa0000086078	gge0000143801
hsa0000086119	gge0000145489
hsa0000086123	gge0000145490
hsa0000086140	gge0000145500
hsa0000086143	gge0000144634
hsa0000086148	gge0000144639
hsa0000086152	gge0000144642
hsa0000086152	gge0000144643
hsa0000086200	gge0000082360
hsa0000086202	gge0000082362
hsa0000086203	gge0000082363
hsa0000086218	gge0000146077
hsa0000086253	gge0000143576
hsa0000086255	gge0000143578
hsa0000086256	gge0000143578
hsa0000086257	gge0000143579
hsa0000086260	gge0000143580
hsa0000086267	gge0000143587
hsa0000086311	gge0000146467
hsa0000086362	gge0000146332
hsa0000086371	gge0000144457
hsa0000086373	gge0000144459
hsa0000086376	gge0000144462
hsa0000086378	gge0000144464
hsa0000086563	gge0000083760
hsa0000086586	gge0000083781
hsa0000086680	gge0000085437
hsa0000086681	gge0000085438
hsa0000086683	gge0000085440
hsa0000086685	gge0000085442
hsa0000086702	gge0000144575
hsa0000086705	gge0000144577
hsa0000086730	gge0000145998
hsa0000086731	gge0000145998
hsa0000086776	gge0000084306
hsa0000086781	gge0000084310
hsa0000086784	gge0000084313
hsa0000086789	gge0000084318
hsa0000086793	gge0000084322
hsa0000086815	gge0000077832
hsa0000086828	gge0000077843
hsa0000086838	gge0000077850
hsa0000087000	gge0000078379
hsa0000087005	gge0000078388
hsa0000087051	gge0000035917
hsa0000087094	gge0000082018
hsa0000087095	gge0000082020
hsa0000087103	gge0000082063
hsa0000087250	gge0000082778
hsa0000087288	gge0000039692
hsa0000087403	gge0000084756
hsa0000087449	gge0000084865
hsa0000087467	gge0000084895
hsa0000087503	gge0000080322
hsa0000087503	gge0000080321
hsa0000087612	gge0000142903
hsa0000087641	gge0000082697
hsa0000087648	gge0000082702
hsa0000087663	gge0000082710
hsa0000087696	gge0000146500
hsa0000087827	gge0000082640
hsa0000087896	gge0000082041
hsa0000087932	gge0000174609
hsa0000087932	gge0000082383
hsa0000087964	gge0000081054
hsa0000087966	gge0000081057
hsa0000088031	gge0000076505
hsa0000088034	gge0000076507
hsa0000088069	gge0000082528
hsa0000088080	gge0000082494
hsa0000088091	gge0000082483
hsa0000088095	gge0000082486
hsa0000088250	gge0000040173
hsa0000088260	gge0000040128
hsa0000088390	gge0000039155
hsa0000088392	gge0000039158
hsa0000088401	gge0000039045
hsa0000088405	gge0000039048
hsa0000088410	gge0000039053
hsa0000088412	gge0000039055
hsa0000088429	gge0000039761
hsa0000088490	gge0000035671
hsa0000088526	gge0000035702
hsa0000088659	gge0000052442
hsa0000088664	gge0000052447
hsa0000088697	gge0000045996
hsa0000088724	gge0000052537
hsa0000088730	gge0000052544
hsa0000088734	gge0000052546
hsa0000088843	gge0000047160
hsa0000088934	gge0000061089
hsa0000088957	gge0000048179
hsa0000088960	gge0000048181
hsa0000088962	gge0000048183
hsa0000089061	gge0000051883
hsa0000089063	gge0000051886
hsa0000089148	gge0000045639
hsa0000089151	gge0000045641
hsa0000089164	gge0000045649
hsa0000089171	gge0000055275
hsa0000089206	gge0000048143
hsa0000089226	gge0000048163
hsa0000089227	gge0000048163
hsa0000089246	gge0000047655
hsa0000089298	gge0000055298
hsa0000089308	gge0000055308
hsa0000089316	gge0000047372
hsa0000089331	gge0000056233
hsa0000089357	gge0000056248
hsa0000089383	gge0000055358
hsa0000089453	gge0000048878
hsa0000089473	gge0000055609
hsa0000089475	gge0000055610
hsa0000089509	gge0000055417
hsa0000089540	gge0000047007
hsa0000089560	gge0000055627
hsa0000089563	gge0000055630
hsa0000089564	gge0000055631
hsa0000089566	gge0000055633
hsa0000089574	gge0000049980
hsa0000089576	gge0000049982
hsa0000089579	gge0000049986
hsa0000089580	gge0000049986
hsa0000089586	gge0000049988
hsa0000089590	gge0000049990
hsa0000089591	gge0000049991
hsa0000089630	gge0000045436
hsa0000089675	gge0000056320
hsa0000089676	gge0000056321
hsa0000089691	gge0000056336
hsa0000089692	gge0000056337
hsa0000089885	gge0000047759
hsa0000089886	gge0000047760
hsa0000089893	gge0000047766
hsa0000089938	gge0000055551
hsa0000089949	gge0000055564
hsa0000090027	gge0000056045
hsa0000090043	gge0000055851
hsa0000090140	gge0000052038
hsa0000090142	gge0000052041
hsa0000090163	gge0000048713
hsa0000090240	gge0000055859
hsa0000090303	gge0000055309
hsa0000090305	gge0000055311
hsa0000090307	gge0000055312
hsa0000090308	gge0000055313
hsa0000090312	gge0000050717
hsa0000090316	gge0000050718
hsa0000090351	gge0000050037
hsa0000090363	gge0000048795
hsa0000090376	gge0000048809
hsa0000090448	gge0000056058
hsa0000090449	gge0000056059
hsa0000090490	gge0000050202
hsa0000090493	gge0000050205
hsa0000090529	gge0000049854
hsa0000090530	gge0000050747
hsa0000090532	gge0000050749
hsa0000090533	gge0000050749
hsa0000090539	gge0000050775
hsa0000090680	gge0000039070
hsa0000090682	gge0000039070
hsa0000090690	gge0000051890
hsa0000090695	gge0000051895
hsa0000090696	gge0000051896
hsa0000090837	gge0000039161
hsa0000091026	gge0000048820
hsa0000091026	gge0000048819
hsa0000091027	gge0000048820
hsa0000091029	gge0000048821
hsa0000091030	gge0000048822
hsa0000091250	gge0000059615
hsa0000091266	gge0000059421
hsa0000091266	gge0000059658
hsa0000091495	gge0000050591
hsa0000091496	gge0000050592
hsa0000091540	gge0000055599
hsa0000091569	gge0000046024
hsa0000091606	gge0000048381
hsa0000091610	gge0000048383
hsa0000091614	gge0000048386
hsa0000091615	gge0000048386
hsa0000091616	gge0000048387
hsa0000092025	gge0000059462
hsa0000092027	gge0000059464
hsa0000092037	gge0000059473
hsa0000092048	gge0000059484
hsa0000092122	gge0000060790
hsa0000092131	gge0000060796
hsa0000092462	gge0000188121
hsa0000092610	gge0000045674
hsa0000092751	gge0000050360
hsa0000092855	gge0000038231
hsa0000092876	gge0000050736
hsa0000092967	gge0000188531
hsa0000092969	gge0000188533
hsa0000093033	gge0000061710
hsa0000093208	gge0000036283
hsa0000093440	gge0000041024
hsa0000093459	gge0000039970
hsa0000093476	gge0000041024
hsa0000093543	gge0000048283
hsa0000093563	gge0000187777
hsa0000093565	gge0000187779
hsa0000093566	gge0000187780
hsa0000093583	gge0000187800
hsa0000093605	gge0000189618
hsa0000093606	gge0000189620
hsa0000093607	gge0000189620
hsa0000093608	gge0000189621
hsa0000093615	gge0000188339
hsa0000093617	gge0000188342
hsa0000093664	gge0000048589
hsa0000093670	gge0000048596
hsa0000093671	gge0000048598
hsa0000093679	gge0000048472
hsa0000093691	gge0000048480
hsa0000093906	gge0000056277
hsa0000093908	gge0000056281
hsa0000093909	gge0000056283
hsa0000093909	gge0000056286
hsa0000093929	gge0000048328
hsa0000093930	gge0000048328
hsa0000093931	gge0000048328
hsa0000093933	gge0000048330
hsa0000093935	gge0000048332
hsa0000093936	gge0000048332
hsa0000093937	gge0000048333
hsa0000093938	gge0000048333
hsa0000093941	gge0000048335
hsa0000093942	gge0000048336
hsa0000093942	gge0000048335
hsa0000093945	gge0000048339
hsa0000093949	gge0000048342
hsa0000093950	gge0000048343
hsa0000094074	gge0000049008
hsa0000094125	gge0000039924
hsa0000094127	gge0000039926
hsa0000094128	gge0000039927
hsa0000094129	gge0000039928
hsa0000094183	gge0000050427
hsa0000094248	gge0000055200
hsa0000094257	gge0000048552
hsa0000094258	gge0000048553
hsa0000094260	gge0000048555
hsa0000094285	gge0000052853
hsa0000094288	gge0000052855
hsa0000094296	gge0000045789
hsa0000094297	gge0000045790
hsa0000094298	gge0000045791
hsa0000094303	gge0000045796
hsa0000094306	gge0000045799
