hsa	gge
ENSG00000176273	ENSGALG00010020236
ENSG00000129128	ENSGALG00010003442
ENSG00000125508	ENSGALG00010023198
ENSG00000149599	ENSGALG00010015571
ENSG00000146955	ENSGALG00010013337
ENSG00000169908	ENSGALG00010001721
ENSG00000163541	ENSGALG00010016878
ENSG00000164465	ENSGALG00010012354
ENSG00000119457	ENSGALG00010007010
ENSG00000119457	ENSGALG00010006963
ENSG00000173145	ENSGALG00010019916
ENSG00000118322	ENSGALG00010010035
ENSG00000151617	ENSGALG00010006602
ENSG00000136867	ENSGALG00010028891
ENSG00000207500	ENSGALG00010007505
ENSG00000207051	ENSGALG00010007502
ENSG00000184602	ENSGALG00010020781
ENSG00000122035	ENSGALG00010005784
ENSG00000166454	ENSGALG00010007862
ENSG00000182287	ENSGALG00010001510
ENSG00000056586	ENSGALG00010029145
ENSG00000104435	ENSGALG00010003323
ENSG00000181804	ENSGALG00010015887
ENSG00000140905	ENSGALG00010007869
ENSG00000146242	ENSGALG00010003132
ENSG00000073169	ENSGALG00010001545
ENSG00000112246	ENSGALG00010015160
ENSG00000108239	ENSGALG00010019905
ENSG00000174306	ENSGALG00010022377
ENSG00000143924	ENSGALG00010018756
ENSG00000196104	ENSGALG00010008036
ENSG00000104983	ENSGALG00010024471
ENSG00000204764	ENSGALG00010010451
ENSG00000124789	ENSGALG00010011210
ENSG00000061987	ENSGALG00010013236
ENSG00000154328	ENSGALG00010011325
ENSG00000114670	ENSGALG00010018522
ENSG00000159307	ENSGALG00010011981
ENSG00000080845	ENSGALG00010024586
ENSG00000135697	ENSGALG00010007880
ENSG00000165471	ENSGALG00010011044
ENSG00000105880	ENSGALG00010002959
ENSG00000244486	ENSGALG00010000143
ENSG00000172260	ENSGALG00010023942
ENSG00000090857	ENSGALG00010023225
ENSG00000212447	ENSGALG00010029122
ENSG00000104369	ENSGALG00010002612
ENSG00000171448	ENSGALG00010028394
ENSG00000182333	ENSGALG00010022577
ENSG00000011454	ENSGALG00010028428
ENSG00000182183	ENSGALG00010024984
ENSG00000134153	ENSGALG00010021100
ENSG00000067334	ENSGALG00010024522
ENSG00000104760	ENSGALG00010015785
ENSG00000145982	ENSGALG00010010977
ENSG00000133460	ENSGALG00010026016
ENSG00000088899	ENSGALG00010017882
ENSG00000134152	ENSGALG00010021097
ENSG00000172985	ENSGALG00010013378
ENSG00000170417	ENSGALG00010013012
ENSG00000047579	ENSGALG00010009705
ENSG00000132670	ENSGALG00010016549
ENSG00000006453	ENSGALG00010022051
ENSG00000173239	ENSGALG00010022587
ENSG00000173239	ENSGALG00010022596
ENSG00000173239	ENSGALG00010022012
ENSG00000173239	ENSGALG00010021886
ENSG00000131979	ENSGALG00010018806
ENSG00000223496	ENSGALG00010025438
ENSG00000157349	ENSGALG00010020786
ENSG00000104763	ENSGALG00010015695
ENSG00000165209	ENSGALG00010028322
ENSG00000204020	ENSGALG00010022577
ENSG00000107968	ENSGALG00010004987
ENSG00000143891	ENSGALG00010017054
ENSG00000105967	ENSGALG00010001219
ENSG00000119953	ENSGALG00010017801
ENSG00000150551	ENSGALG00010019423
ENSG00000138166	ENSGALG00010017804
ENSG00000185559	ENSGALG00010016760
ENSG00000088205	ENSGALG00010021138
ENSG00000140526	ENSGALG00010020147
ENSG00000008197	ENSGALG00010007848
ENSG00000137393	ENSGALG00010007433
ENSG00000107951	ENSGALG00010004974
ENSG00000121858	ENSGALG00010018540
ENSG00000168994	ENSGALG00010011343
ENSG00000009765	ENSGALG00010005556
ENSG00000106049	ENSGALG00010001363
ENSG00000115593	ENSGALG00010016131
ENSG00000127452	ENSGALG00010002658
ENSG00000244588	ENSGALG00010013662
ENSG00000116157	ENSGALG00010024905
ENSG00000265190	ENSGALG00010020918
ENSG00000143036	ENSGALG00010021002
ENSG00000165060	ENSGALG00010014758
ENSG00000173889	ENSGALG00010016733
ENSG00000024422	ENSGALG00010010813
ENSG00000181867	ENSGALG00010024360
ENSG00000170091	ENSGALG00010009415
ENSG00000119139	ENSGALG00010016887
ENSG00000140522	ENSGALG00010016199
ENSG00000170632	ENSGALG00010009616
ENSG00000105373	ENSGALG00010008186
ENSG00000124203	ENSGALG00010016274
ENSG00000004809	ENSGALG00010013930
ENSG00000078699	ENSGALG00010022125
ENSG00000196233	ENSGALG00010020866
ENSG00000144227	ENSGALG00010009212
ENSG00000240857	ENSGALG00010003665
ENSG00000284329	ENSGALG00010020874
ENSG00000124535	ENSGALG00010011593
ENSG00000198954	ENSGALG00010023188
ENSG00000198948	ENSGALG00010008344
ENSG00000021355	ENSGALG00010011626
ENSG00000113580	ENSGALG00010016758
ENSG00000182224	ENSGALG00010028494
ENSG00000100889	ENSGALG00010003862
ENSG00000109466	ENSGALG00010007872
ENSG00000059378	ENSGALG00010013063
ENSG00000100154	ENSGALG00010023746
ENSG00000148688	ENSGALG00010020481
ENSG00000276950	ENSGALG00010027050
ENSG00000184459	ENSGALG00010015515
ENSG00000184459	ENSGALG00010015496
ENSG00000100379	ENSGALG00010014722
ENSG00000241837	ENSGALG00010012606
ENSG00000155893	ENSGALG00010025346
ENSG00000128567	ENSGALG00010006076
ENSG00000283926	ENSGALG00010019456
ENSG00000065243	ENSGALG00010022983
ENSG00000104951	ENSGALG00010011533
ENSG00000151729	ENSGALG00010005880
ENSG00000168872	ENSGALG00010020786
ENSG00000124181	ENSGALG00010022365
ENSG00000078114	ENSGALG00010005836
ENSG00000128165	ENSGALG00010006410
ENSG00000164031	ENSGALG00010005323
ENSG00000100253	ENSGALG00010007888
ENSG00000168070	ENSGALG00010021037
ENSG00000100897	ENSGALG00010003835
ENSG00000126870	ENSGALG00010025121
ENSG00000150760	ENSGALG00010002587
ENSG00000117528	ENSGALG00010020934
ENSG00000133606	ENSGALG00010013348
ENSG00000075420	ENSGALG00010018579
ENSG00000171509	ENSGALG00010008674
ENSG00000100241	ENSGALG00010006372
ENSG00000283904	ENSGALG00010014714
ENSG00000154719	ENSGALG00010010762
ENSG00000157350	ENSGALG00010023220
ENSG00000198142	ENSGALG00010013388
ENSG00000071051	ENSGALG00010012944
ENSG00000112293	ENSGALG00010008009
ENSG00000279270	ENSGALG00010003326
ENSG00000279270	ENSGALG00010003342
ENSG00000279270	ENSGALG00010003544
ENSG00000279270	ENSGALG00010003339
ENSG00000244734	ENSGALG00010014321
ENSG00000244734	ENSGALG00010019253
ENSG00000105053	ENSGALG00010017601
ENSG00000157353	ENSGALG00010023213
ENSG00000188883	ENSGALG00010024177
ENSG00000188883	ENSGALG00010002417
ENSG00000188883	ENSGALG00010003716
ENSG00000188883	ENSGALG00010007165
ENSG00000188883	ENSGALG00010000198
ENSG00000188883	ENSGALG00010002215
ENSG00000188883	ENSGALG00010002451
ENSG00000188883	ENSGALG00010003786
ENSG00000188883	ENSGALG00010007137
ENSG00000188883	ENSGALG00010002429
ENSG00000188883	ENSGALG00010002179
ENSG00000188883	ENSGALG00010007182
ENSG00000188883	ENSGALG00010002174
ENSG00000188883	ENSGALG00010002442
ENSG00000188883	ENSGALG00010007123
ENSG00000188883	ENSGALG00010002447
ENSG00000188883	ENSGALG00010002140
ENSG00000188883	ENSGALG00010007160
ENSG00000188883	ENSGALG00010002468
ENSG00000188883	ENSGALG00010000197
ENSG00000188883	ENSGALG00010002145
ENSG00000188883	ENSGALG00010002106
ENSG00000188883	ENSGALG00010002227
ENSG00000188883	ENSGALG00010002155
ENSG00000188883	ENSGALG00010000192
ENSG00000188883	ENSGALG00010007115
ENSG00000188883	ENSGALG00010002299
ENSG00000127955	ENSGALG00010008407
ENSG00000157856	ENSGALG00010010453
ENSG00000223609	ENSGALG00010014321
ENSG00000223609	ENSGALG00010019253
ENSG00000182093	ENSGALG00010013413
ENSG00000196565	ENSGALG00010014321
ENSG00000196565	ENSGALG00010019253
ENSG00000172889	ENSGALG00010028919
ENSG00000147003	ENSGALG00010001516
ENSG00000071073	ENSGALG00010015716
ENSG00000213931	ENSGALG00010003363
ENSG00000213931	ENSGALG00010003868
ENSG00000036549	ENSGALG00010022359
ENSG00000197748	ENSGALG00010021352
ENSG00000183283	ENSGALG00010023850
ENSG00000112294	ENSGALG00010008001
ENSG00000196544	ENSGALG00010003449
ENSG00000090402	ENSGALG00010022789
ENSG00000196396	ENSGALG00010014474
ENSG00000175183	ENSGALG00010013516
ENSG00000170485	ENSGALG00010013436
ENSG00000165868	ENSGALG00010022749
ENSG00000199161	ENSGALG00010029136
ENSG00000165716	ENSGALG00010027642
ENSG00000006377	ENSGALG00010002948
ENSG00000276161	ENSGALG00010029119
ENSG00000276161	ENSGALG00010029120
ENSG00000142700	ENSGALG00010022784
ENSG00000198689	ENSGALG00010014893
ENSG00000197122	ENSGALG00010021638
ENSG00000127124	ENSGALG00010015050
ENSG00000092010	ENSGALG00010003804
ENSG00000113594	ENSGALG00010013329
ENSG00000128513	ENSGALG00010001194
ENSG00000189091	ENSGALG00010023190
ENSG00000111802	ENSGALG00010008035
ENSG00000120833	ENSGALG00010010431
ENSG00000137936	ENSGALG00010021242
ENSG00000151612	ENSGALG00010006506
ENSG00000177791	ENSGALG00010021224
ENSG00000112304	ENSGALG00010008033
ENSG00000166317	ENSGALG00010021220
ENSG00000102189	ENSGALG00010013440
ENSG00000145979	ENSGALG00010009989
ENSG00000125812	ENSGALG00010018037
ENSG00000177984	ENSGALG00010027808
ENSG00000115641	ENSGALG00010013232
ENSG00000125814	ENSGALG00010018019
ENSG00000213934	ENSGALG00010014321
ENSG00000213934	ENSGALG00010019253
ENSG00000244187	ENSGALG00010027987
ENSG00000182170	ENSGALG00010022322
ENSG00000182170	ENSGALG00010022313
ENSG00000182170	ENSGALG00010022270
ENSG00000182170	ENSGALG00010022294
ENSG00000184350	ENSGALG00010022322
ENSG00000184350	ENSGALG00010022313
ENSG00000184350	ENSGALG00010022270
ENSG00000184350	ENSGALG00010022294
ENSG00000221514	ENSGALG00010025752
ENSG00000145715	ENSGALG00010005899
ENSG00000145715	ENSGALG00010011467
ENSG00000163584	ENSGALG00010014031
ENSG00000090861	ENSGALG00010021722
ENSG00000143032	ENSGALG00010022163
ENSG00000111785	ENSGALG00010010981
ENSG00000117519	ENSGALG00010024510
ENSG00000196642	ENSGALG00010029147
ENSG00000144962	ENSGALG00010018507
ENSG00000118702	ENSGALG00010022562
ENSG00000101333	ENSGALG00010018418
ENSG00000134215	ENSGALG00010011932
ENSG00000196968	ENSGALG00010021203
ENSG00000172586	ENSGALG00010021197
ENSG00000069849	ENSGALG00010023940
ENSG00000214655	ENSGALG00010021182
ENSG00000204653	ENSGALG00010000571
ENSG00000112425	ENSGALG00010007207
ENSG00000054148	ENSGALG00010028468
ENSG00000168564	ENSGALG00010007376
ENSG00000165891	ENSGALG00010013538
ENSG00000212206	ENSGALG00010016351
ENSG00000213023	ENSGALG00010000579
ENSG00000151718	ENSGALG00010007399
ENSG00000177943	ENSGALG00010028466
ENSG00000163655	ENSGALG00010001301
ENSG00000134602	ENSGALG00010017190
ENSG00000088179	ENSGALG00010018829
ENSG00000161970	ENSGALG00010009170
ENSG00000112367	ENSGALG00010014089
ENSG00000139324	ENSGALG00010011427
ENSG00000107223	ENSGALG00010028462
ENSG00000132394	ENSGALG00010026943
ENSG00000163581	ENSGALG00010013965
ENSG00000164603	ENSGALG00010001475
ENSG00000165689	ENSGALG00010012882
ENSG00000110042	ENSGALG00010026091
ENSG00000082515	ENSGALG00010015523
ENSG00000180777	ENSGALG00010001443
ENSG00000152078	ENSGALG00010020982
ENSG00000136718	ENSGALG00010024460
ENSG00000276231	ENSGALG00010029363
ENSG00000196497	ENSGALG00010004046
ENSG00000160963	ENSGALG00010029264
ENSG00000075035	ENSGALG00010022309
ENSG00000123728	ENSGALG00010017228
ENSG00000171492	ENSGALG00010022815
ENSG00000164120	ENSGALG00010002632
ENSG00000197629	ENSGALG00010026061
ENSG00000121871	ENSGALG00010001534
ENSG00000166507	ENSGALG00010021178
ENSG00000283990	ENSGALG00010026067
ENSG00000137561	ENSGALG00010003074
ENSG00000123560	ENSGALG00010016496
ENSG00000205643	ENSGALG00010023068
ENSG00000065320	ENSGALG00010029907
ENSG00000170989	ENSGALG00010023590
ENSG00000101558	ENSGALG00010001749
ENSG00000137962	ENSGALG00010021139
ENSG00000185728	ENSGALG00010003103
ENSG00000207193	ENSGALG00010008913
ENSG00000170310	ENSGALG00010029921
ENSG00000137198	ENSGALG00010011118
ENSG00000148384	ENSGALG00010028134
ENSG00000177354	ENSGALG00010020164
ENSG00000154310	ENSGALG00010013911
ENSG00000265354	ENSGALG00010010768
ENSG00000105929	ENSGALG00010013224
ENSG00000183569	ENSGALG00010010978
ENSG00000256870	ENSGALG00010011616
ENSG00000106701	ENSGALG00010013045
ENSG00000265733	ENSGALG00010011396
ENSG00000263639	ENSGALG00010021130
ENSG00000263639	ENSGALG00010023878
ENSG00000179751	ENSGALG00010009121
ENSG00000204655	ENSGALG00010027725
ENSG00000204655	ENSGALG00010002940
ENSG00000204655	ENSGALG00010002584
ENSG00000204655	ENSGALG00010003812
ENSG00000204655	ENSGALG00010002575
ENSG00000204655	ENSGALG00010001729
ENSG00000204655	ENSGALG00010002557
ENSG00000188596	ENSGALG00010011960
ENSG00000154864	ENSGALG00010001666
ENSG00000164904	ENSGALG00010001156
ENSG00000122958	ENSGALG00010023200
ENSG00000168702	ENSGALG00010009269
ENSG00000168702	ENSGALG00010011353
ENSG00000168538	ENSGALG00010007294
ENSG00000137558	ENSGALG00010003552
ENSG00000186051	ENSGALG00010012114
ENSG00000156502	ENSGALG00010023214
ENSG00000147140	ENSGALG00010017010
ENSG00000104381	ENSGALG00010003528
ENSG00000075188	ENSGALG00010011361
ENSG00000154914	ENSGALG00010029928
ENSG00000166822	ENSGALG00010023536
ENSG00000177156	ENSGALG00010022148
ENSG00000162377	ENSGALG00010024996
ENSG00000162989	ENSGALG00010010471
ENSG00000277586	ENSGALG00010018944
ENSG00000116774	ENSGALG00010025357
ENSG00000146918	ENSGALG00010024953
ENSG00000111144	ENSGALG00010011903
ENSG00000156510	ENSGALG00010023229
ENSG00000260428	ENSGALG00010009458
ENSG00000034713	ENSGALG00010008905
ENSG00000144120	ENSGALG00010018764
ENSG00000185122	ENSGALG00010009352
ENSG00000249222	ENSGALG00010024259
ENSG00000023909	ENSGALG00010021195
ENSG00000128274	ENSGALG00010012867
ENSG00000135049	ENSGALG00010008636
ENSG00000099282	ENSGALG00010023259
ENSG00000166848	ENSGALG00010008811
ENSG00000174145	ENSGALG00010014632
ENSG00000242247	ENSGALG00010012147
ENSG00000069702	ENSGALG00010022082
ENSG00000185149	ENSGALG00010015047
ENSG00000159461	ENSGALG00010024413
ENSG00000065325	ENSGALG00010029195
ENSG00000212282	ENSGALG00010004904
ENSG00000206780	ENSGALG00010018982
ENSG00000275994	ENSGALG00010005938
ENSG00000207148	ENSGALG00010008913
ENSG00000206711	ENSGALG00010008913
ENSG00000222582	ENSGALG00010023018
ENSG00000222582	ENSGALG00010023796
ENSG00000252604	ENSGALG00010010807
ENSG00000212191	ENSGALG00010029890
ENSG00000170448	ENSGALG00010013901
ENSG00000182077	ENSGALG00010005301
ENSG00000182077	ENSGALG00010005304
ENSG00000087263	ENSGALG00010024393
ENSG00000107897	ENSGALG00010005349
ENSG00000116793	ENSGALG00010027256
ENSG00000165185	ENSGALG00010005997
ENSG00000165185	ENSGALG00010027412
ENSG00000074527	ENSGALG00010011859
ENSG00000137860	ENSGALG00010022243
ENSG00000177542	ENSGALG00010022990
ENSG00000066697	ENSGALG00010008255
ENSG00000065427	ENSGALG00010008780
ENSG00000130558	ENSGALG00010028447
ENSG00000105085	ENSGALG00010028391
ENSG00000171766	ENSGALG00010017604
ENSG00000183072	ENSGALG00010009324
ENSG00000127445	ENSGALG00010002703
ENSG00000116120	ENSGALG00010023588
ENSG00000170214	ENSGALG00010009333
ENSG00000171522	ENSGALG00010014350
ENSG00000173137	ENSGALG00010008108
ENSG00000127314	ENSGALG00010012538
ENSG00000111845	ENSGALG00010009788
ENSG00000185055	ENSGALG00010010196
ENSG00000183111	ENSGALG00010008217
ENSG00000147905	ENSGALG00010001182
ENSG00000111843	ENSGALG00010010850
ENSG00000111843	ENSGALG00010009847
ENSG00000117525	ENSGALG00010021018
ENSG00000123213	ENSGALG00010012346
ENSG00000150540	ENSGALG00010009147
ENSG00000198162	ENSGALG00010023053
ENSG00000106028	ENSGALG00010013625
ENSG00000071894	ENSGALG00010008096
ENSG00000171763	ENSGALG00010016122
ENSG00000163293	ENSGALG00010016868
ENSG00000007384	ENSGALG00010019213
ENSG00000198612	ENSGALG00010012447
ENSG00000284386	ENSGALG00010020895
ENSG00000104154	ENSGALG00010016931
ENSG00000171517	ENSGALG00010020840
ENSG00000165059	ENSGALG00010009129
ENSG00000065268	ENSGALG00010027533
ENSG00000207516	ENSGALG00010026647
ENSG00000128045	ENSGALG00010013556
ENSG00000196873	ENSGALG00010011287
ENSG00000104164	ENSGALG00010017070
ENSG00000184845	ENSGALG00010012111
ENSG00000143079	ENSGALG00010027284
ENSG00000164113	ENSGALG00010004235
ENSG00000120725	ENSGALG00010008380
ENSG00000167216	ENSGALG00010011422
ENSG00000103148	ENSGALG00010019706
ENSG00000125414	ENSGALG00010029537
ENSG00000125414	ENSGALG00010029553
ENSG00000134198	ENSGALG00010025398
ENSG00000064393	ENSGALG00010013175
ENSG00000100348	ENSGALG00010014945
ENSG00000176136	ENSGALG00010001415
ENSG00000138160	ENSGALG00010021378
ENSG00000134046	ENSGALG00010012112
ENSG00000134046	ENSGALG00010012260
ENSG00000117620	ENSGALG00010023953
ENSG00000163075	ENSGALG00010020680
ENSG00000113300	ENSGALG00010015156
ENSG00000111837	ENSGALG00010010825
ENSG00000100350	ENSGALG00010014936
ENSG00000137767	ENSGALG00010016962
ENSG00000106025	ENSGALG00010001232
ENSG00000214357	ENSGALG00010012391
ENSG00000130656	ENSGALG00010019247
ENSG00000042286	ENSGALG00010020750
ENSG00000039319	ENSGALG00010009493
ENSG00000183709	ENSGALG00010012050
ENSG00000183709	ENSGALG00010012030
ENSG00000188536	ENSGALG00010019732
ENSG00000180817	ENSGALG00010021693
ENSG00000132467	ENSGALG00010004086
ENSG00000206172	ENSGALG00010019732
ENSG00000018189	ENSGALG00010004237
ENSG00000184162	ENSGALG00010028430
ENSG00000213903	ENSGALG00010003212
ENSG00000091428	ENSGALG00010021781
ENSG00000182810	ENSGALG00010025304
ENSG00000227471	ENSGALG00010013395
ENSG00000227471	ENSGALG00010013501
ENSG00000227471	ENSGALG00010013401
ENSG00000124827	ENSGALG00010010790
ENSG00000160948	ENSGALG00010008115
ENSG00000072736	ENSGALG00010021335
ENSG00000146457	ENSGALG00010004494
ENSG00000156521	ENSGALG00010021664
ENSG00000107672	ENSGALG00010001432
ENSG00000100353	ENSGALG00010014917
ENSG00000092439	ENSGALG00010017300
ENSG00000166189	ENSGALG00010020949
ENSG00000198728	ENSGALG00010020921
ENSG00000120437	ENSGALG00010004446
ENSG00000134278	ENSGALG00010001180
ENSG00000120438	ENSGALG00010004434
ENSG00000133028	ENSGALG00010029561
ENSG00000148840	ENSGALG00010020889
ENSG00000170222	ENSGALG00010029563
ENSG00000162688	ENSGALG00010024024
ENSG00000187824	ENSGALG00010029569
ENSG00000120280	ENSGALG00010002259
ENSG00000177694	ENSGALG00010018465
ENSG00000039600	ENSGALG00010016513
ENSG00000102230	ENSGALG00010002097
ENSG00000250298	ENSGALG00010006011
ENSG00000199785	ENSGALG00010026878
ENSG00000177666	ENSGALG00010026898
ENSG00000233670	ENSGALG00010029334
ENSG00000170917	ENSGALG00010004131
ENSG00000164466	ENSGALG00010012149
ENSG00000261236	ENSGALG00010009432
ENSG00000188803	ENSGALG00010029760
ENSG00000166197	ENSGALG00010020248
ENSG00000101868	ENSGALG00010002087
ENSG00000117899	ENSGALG00010019300
ENSG00000174953	ENSGALG00010001462
ENSG00000007174	ENSGALG00010029758
ENSG00000106034	ENSGALG00010001320
ENSG00000138698	ENSGALG00010004421
ENSG00000156206	ENSGALG00010019273
ENSG00000177685	ENSGALG00010023104
ENSG00000206910	ENSGALG00010007174
ENSG00000112110	ENSGALG00010004424
ENSG00000156222	ENSGALG00010022243
ENSG00000198108	ENSGALG00010009606
ENSG00000146453	ENSGALG00010004390
ENSG00000198944	ENSGALG00010013667
ENSG00000119915	ENSGALG00010020275
ENSG00000177697	ENSGALG00010023041
ENSG00000164402	ENSGALG00010016402
ENSG00000146223	ENSGALG00010005456
ENSG00000171428	ENSGALG00010007465
ENSG00000171428	ENSGALG00010007436
ENSG00000171428	ENSGALG00010007432
ENSG00000120690	ENSGALG00010003072
ENSG00000107959	ENSGALG00010005485
ENSG00000104808	ENSGALG00010004334
ENSG00000004848	ENSGALG00010002079
ENSG00000100242	ENSGALG00010015939
ENSG00000146963	ENSGALG00010010947
ENSG00000182484	ENSGALG00010012159
ENSG00000022567	ENSGALG00010009253
ENSG00000283927	ENSGALG00010006051
ENSG00000284453	ENSGALG00010006057
ENSG00000101752	ENSGALG00010005119
ENSG00000186522	ENSGALG00010013383
ENSG00000120688	ENSGALG00010003113
ENSG00000124713	ENSGALG00010019032
ENSG00000124587	ENSGALG00010019042
ENSG00000184226	ENSGALG00010000901
ENSG00000168502	ENSGALG00010001880
ENSG00000131089	ENSGALG00010012034
ENSG00000136014	ENSGALG00010011819
ENSG00000204882	ENSGALG00010009320
ENSG00000238854	ENSGALG00010009418
ENSG00000238650	ENSGALG00010006048
ENSG00000112640	ENSGALG00010018428
ENSG00000172680	ENSGALG00010005635
ENSG00000221093	ENSGALG00010024092
ENSG00000181690	ENSGALG00010004042
ENSG00000136286	ENSGALG00010025377
ENSG00000206432	ENSGALG00010001172
ENSG00000134443	ENSGALG00010010395
ENSG00000170791	ENSGALG00010003980
ENSG00000106692	ENSGALG00010013065
ENSG00000122965	ENSGALG00010000444
ENSG00000134438	ENSGALG00010010409
ENSG00000114062	ENSGALG00010015520
ENSG00000166569	ENSGALG00010010415
ENSG00000136535	ENSGALG00010021076
ENSG00000074695	ENSGALG00010010445
ENSG00000177700	ENSGALG00010024343
ENSG00000085276	ENSGALG00010016901
ENSG00000177830	ENSGALG00010024288
ENSG00000163626	ENSGALG00010004398
ENSG00000104419	ENSGALG00010009749
ENSG00000182263	ENSGALG00010025791
ENSG00000183287	ENSGALG00010011099
ENSG00000172399	ENSGALG00010005510
ENSG00000122787	ENSGALG00010013290
ENSG00000173542	ENSGALG00010004250
ENSG00000114948	ENSGALG00010026825
ENSG00000179115	ENSGALG00010003352
ENSG00000065559	ENSGALG00010029573
ENSG00000164104	ENSGALG00010002939
ENSG00000071243	ENSGALG00010001349
ENSG00000113742	ENSGALG00010009389
ENSG00000198812	ENSGALG00010014235
ENSG00000133678	ENSGALG00010008729
ENSG00000139344	ENSGALG00010011876
ENSG00000175768	ENSGALG00010001191
ENSG00000171759	ENSGALG00010010222
ENSG00000164105	ENSGALG00010002943
ENSG00000099957	ENSGALG00010000435
ENSG00000164106	ENSGALG00010002956
ENSG00000070601	ENSGALG00010001158
ENSG00000006744	ENSGALG00010029756
ENSG00000164107	ENSGALG00010002982
ENSG00000118579	ENSGALG00010010983
ENSG00000152128	ENSGALG00010019474
ENSG00000234224	ENSGALG00010020733
ENSG00000179262	ENSGALG00010003299
ENSG00000047662	ENSGALG00010012058
ENSG00000047662	ENSGALG00010010979
ENSG00000172331	ENSGALG00010013428
ENSG00000099284	ENSGALG00010020756
ENSG00000165275	ENSGALG00010001160
ENSG00000006530	ENSGALG00010013561
ENSG00000109805	ENSGALG00010010974
ENSG00000124733	ENSGALG00010018440
ENSG00000197106	ENSGALG00010025559
ENSG00000070614	ENSGALG00010013387
ENSG00000120457	ENSGALG00010023437
ENSG00000197046	ENSGALG00010012126
ENSG00000111707	ENSGALG00010023414
ENSG00000148734	ENSGALG00010021724
ENSG00000137171	ENSGALG00010018560
ENSG00000185946	ENSGALG00010023227
ENSG00000179271	ENSGALG00010003292
ENSG00000078403	ENSGALG00010005895
ENSG00000103067	ENSGALG00010021228
ENSG00000152229	ENSGALG00010012108
ENSG00000111049	ENSGALG00010012264
ENSG00000151014	ENSGALG00010008469
ENSG00000102781	ENSGALG00010007028
ENSG00000179941	ENSGALG00010013400
ENSG00000107371	ENSGALG00010010972
ENSG00000100156	ENSGALG00010013052
ENSG00000169372	ENSGALG00010010466
ENSG00000113269	ENSGALG00010016879
ENSG00000152234	ENSGALG00010011931
ENSG00000152234	ENSGALG00010012088
ENSG00000122741	ENSGALG00010001170
ENSG00000183307	ENSGALG00010014884
ENSG00000177663	ENSGALG00010011776
ENSG00000162627	ENSGALG00010024155
ENSG00000109846	ENSGALG00010025192
ENSG00000103066	ENSGALG00010022886
ENSG00000163510	ENSGALG00010026114
ENSG00000183273	ENSGALG00010023379
ENSG00000107338	ENSGALG00010013253
ENSG00000265808	ENSGALG00010013282
ENSG00000134247	ENSGALG00010008291
ENSG00000173598	ENSGALG00010013493
ENSG00000126878	ENSGALG00010027654
ENSG00000281106	ENSGALG00010002420
ENSG00000160471	ENSGALG00010000817
ENSG00000005889	ENSGALG00010003052
ENSG00000239005	ENSGALG00010023016
ENSG00000162664	ENSGALG00010022743
ENSG00000163950	ENSGALG00010016616
ENSG00000113520	ENSGALG00010016321
ENSG00000113520	ENSGALG00010016327
ENSG00000069998	ENSGALG00010011792
ENSG00000250878	ENSGALG00010006037
ENSG00000103064	ENSGALG00010022992
ENSG00000073803	ENSGALG00010024520
ENSG00000284536	ENSGALG00010006322
ENSG00000283815	ENSGALG00010006320
ENSG00000284204	ENSGALG00010006313
ENSG00000283762	ENSGALG00010006324
ENSG00000284375	ENSGALG00010006321
ENSG00000283705	ENSGALG00010006315
ENSG00000136098	ENSGALG00010002467
ENSG00000138411	ENSGALG00010010928
ENSG00000186480	ENSGALG00010024834
ENSG00000170276	ENSGALG00010025210
ENSG00000134253	ENSGALG00010022550
ENSG00000149300	ENSGALG00010025164
ENSG00000150764	ENSGALG00010026481
ENSG00000146090	ENSGALG00010015260
ENSG00000050555	ENSGALG00010027632
ENSG00000133627	ENSGALG00010027153
ENSG00000152240	ENSGALG00010012082
ENSG00000168924	ENSGALG00010016924
ENSG00000100211	ENSGALG00010012792
ENSG00000136048	ENSGALG00010011431
ENSG00000136383	ENSGALG00010022253
ENSG00000004468	ENSGALG00010010505
ENSG00000183508	ENSGALG00010022233
ENSG00000198765	ENSGALG00010025384
ENSG00000139767	ENSGALG00010023399
ENSG00000080561	ENSGALG00010015498
ENSG00000130717	ENSGALG00010028198
ENSG00000104447	ENSGALG00010008623
ENSG00000153976	ENSGALG00010029943
ENSG00000100320	ENSGALG00010015095
ENSG00000197415	ENSGALG00010001226
ENSG00000169857	ENSGALG00010021111
ENSG00000006695	ENSGALG00010029941
ENSG00000100888	ENSGALG00010000350
ENSG00000127324	ENSGALG00010011994
ENSG00000184984	ENSGALG00010021107
ENSG00000152223	ENSGALG00010012119
ENSG00000103061	ENSGALG00010023046
ENSG00000112651	ENSGALG00010018556
ENSG00000137440	ENSGALG00010010483
ENSG00000137441	ENSGALG00010010467
ENSG00000120498	ENSGALG00010018523
ENSG00000120616	ENSGALG00010005681
ENSG00000249751	ENSGALG00010008266
ENSG00000103056	ENSGALG00010022911
ENSG00000007062	ENSGALG00010010434
ENSG00000252305	ENSGALG00010011396
ENSG00000141449	ENSGALG00010005081
ENSG00000143398	ENSGALG00010028871
ENSG00000125430	ENSGALG00010021773
ENSG00000182870	ENSGALG00010022247
ENSG00000145861	ENSGALG00010009097
ENSG00000207563	ENSGALG00010010815
ENSG00000207864	ENSGALG00010010814
ENSG00000112655	ENSGALG00010018576
ENSG00000106992	ENSGALG00010028082
ENSG00000161542	ENSGALG00010029446
