hsa	sce
ENSG00000106384	YOR245C
ENSG00000163114	YER178W
ENSG00000164109	YJL030W
ENSG00000099958	YDR411C
ENSG00000138079	YOL157C
ENSG00000138079	YJL216C
ENSG00000138079	YGR287C
ENSG00000138079	YIL172C
ENSG00000138079	YGR292W
ENSG00000138079	YJL221C
ENSG00000138079	YBR299W
ENSG00000136010	YPL061W
ENSG00000136010	YOR374W
ENSG00000136010	YER073W
ENSG00000136010	YMR169C
ENSG00000136010	YMR170C
ENSG00000159259	YML102W
ENSG00000006715	YDR080W
ENSG00000138814	YDL134C
ENSG00000138814	YDL188C
ENSG00000103507	YIL042C
ENSG00000167113	YDR204W
ENSG00000137713	YAL016W
ENSG00000139505	YJR110W
ENSG00000111581	YDL116W
ENSG00000100284	YHL002W
ENSG00000100284	YDR358W
ENSG00000100284	YHR108W
ENSG00000100284	YNR006W
ENSG00000167114	YBR041W
ENSG00000165078	YHR132C
ENSG00000167118	YIL008W
ENSG00000112249	YGR271W
ENSG00000175470	YGL190C
ENSG00000154174	YNL121C
ENSG00000154174	YHR117W
ENSG00000108602	YPL061W
ENSG00000108602	YOR374W
ENSG00000108602	YMR110C
ENSG00000108602	YER073W
ENSG00000108602	YMR169C
ENSG00000108602	YMR170C
ENSG00000100216	YNL131W
ENSG00000138468	YIL031W
ENSG00000151012	YCL025C
ENSG00000151012	YDR508C
ENSG00000151012	YDR046C
ENSG00000151012	YBR068C
ENSG00000151012	YPL274W
ENSG00000151012	YLL061W
ENSG00000151012	YNL270C
ENSG00000151012	YEL063C
ENSG00000167780	YNR019W
ENSG00000167780	YCR048W
ENSG00000283463	YJR147W
ENSG00000283463	YGL073W
ENSG00000134697	YNR053C
ENSG00000130021	YKL033W-A
ENSG00000058729	YNL207W
ENSG00000063761	YLR253W
ENSG00000147614	YLR447C
ENSG00000145283	YPR201W
ENSG00000108039	YLL029W
ENSG00000141391	YLR168C
ENSG00000141391	YDR185C
ENSG00000100504	YPR160W
ENSG00000102794	YPR002W
ENSG00000184220	YLR003C
ENSG00000162384	YCR090C
ENSG00000131043	YBL074C
ENSG00000275052	YNL201C
ENSG00000122490	YMR010W
ENSG00000180263	YLR371W
ENSG00000180263	YGR070W
ENSG00000114021	YLR351C
ENSG00000206203	YDL214C
ENSG00000206203	YNL183C
ENSG00000206203	YPL026C
ENSG00000206203	YDR247W
ENSG00000206203	YPL141C
ENSG00000206203	YOR233W
ENSG00000206203	YKL198C
ENSG00000206203	YJR059W
ENSG00000206203	YKL168C
ENSG00000206203	YJL165C
ENSG00000206203	YDR122W
ENSG00000206203	YLR096W
ENSG00000088451	YGL157W
ENSG00000088451	YOL151W
ENSG00000088451	YGL039W
ENSG00000088451	YDR541C
ENSG00000117859	YKR003W
ENSG00000117859	YHR001W
ENSG00000125875	YFL027C
ENSG00000181026	YLR107W
ENSG00000066926	YOR176W
ENSG00000118894	YJR129C
ENSG00000164219	YGL155W
ENSG00000101266	YOR061W
ENSG00000101266	YIL035C
ENSG00000156709	YHR106W
ENSG00000156709	YDR353W
ENSG00000119689	YDR148C
ENSG00000239900	YLR359W
ENSG00000259494	YNL252C
ENSG00000105220	YBR196C
ENSG00000171928	YDR084C
ENSG00000165646	YPR156C
ENSG00000165646	YGR138C
ENSG00000103316	YGL159W
ENSG00000187164	YNL271C
ENSG00000137135	YLR371W
ENSG00000137135	YGR070W
ENSG00000265681	YKL180W
ENSG00000265681	YJL177W
ENSG00000172594	YDR452W
ENSG00000140740	YPR122W
ENSG00000140740	YPR191W
ENSG00000173626	YKR068C
ENSG00000243667	YOR026W
ENSG00000146409	YPR156C
ENSG00000146409	YGR138C
ENSG00000128923	YPL191C
ENSG00000128923	YGL082W
ENSG00000119718	YLR291C
ENSG00000163412	YOL139C
ENSG00000134970	YGL200C
ENSG00000118514	YPL061W
ENSG00000118514	YOR374W
ENSG00000118514	YMR169C
ENSG00000118514	YMR170C
ENSG00000119684	YPL164C
ENSG00000165752	YGR092W
ENSG00000165752	YPR111W
ENSG00000111880	YGL130W
ENSG00000154473	YOR026W
ENSG00000102595	YOR336W
ENSG00000156787	YLR129W
ENSG00000169302	YGR092W
ENSG00000169302	YPR111W
ENSG00000126261	YDR390C
ENSG00000107185	YDR137W
ENSG00000176476	YCL010C
ENSG00000189007	YJL035C
ENSG00000170348	YML012W
ENSG00000178952	YOR187W
ENSG00000068438	YBR061C
ENSG00000185989	YOL081W
ENSG00000185989	YBR140C
ENSG00000176095	YDR173C
ENSG00000162396	YER087W
ENSG00000115946	YOR145C
ENSG00000141759	YPR082C
ENSG00000198919	YOL013C
ENSG00000057663	YPL149W
ENSG00000243725	YNL121C
ENSG00000243725	YHR117W
ENSG00000133101	YGR108W
ENSG00000133101	YPR119W
ENSG00000133101	YDL155W
ENSG00000133101	YLR210W
ENSG00000133101	YMR199W
ENSG00000133101	YPL256C
ENSG00000133101	YGR109C
ENSG00000133101	YPR120C
ENSG00000162407	YDR284C
ENSG00000163877	YLR016C
ENSG00000157184	YER024W
ENSG00000171843	YPL129W
ENSG00000171843	YOR213C
ENSG00000100412	YLR304C
ENSG00000165195	YPL175W
ENSG00000020577	YOR359W
ENSG00000166477	YOR123C
ENSG00000112742	YDL028C
ENSG00000141504	YEL066W
ENSG00000141504	YPR193C
ENSG00000123191	YDR270W
ENSG00000123191	YDR039C
ENSG00000123191	YDR040C
ENSG00000123191	YDR038C
ENSG00000123191	YGL008C
ENSG00000123191	YPL036W
ENSG00000124198	YNL297C
ENSG00000124198	YJR031C
ENSG00000124198	YEL022W
ENSG00000198554	YPR135W
ENSG00000109084	YLR050C
ENSG00000113272	YGR024C
ENSG00000188833	YEL042W
ENSG00000138764	YGR108W
ENSG00000138764	YPR119W
ENSG00000138764	YDL155W
ENSG00000138764	YLR210W
ENSG00000138764	YMR199W
ENSG00000138764	YPL256C
ENSG00000138764	YGR109C
ENSG00000138764	YPR120C
ENSG00000080986	YIL144W
ENSG00000130653	YML059C
ENSG00000152684	YNL001W
ENSG00000152684	YCL001W-B
ENSG00000112306	YOR369C
ENSG00000155229	YIL128W
ENSG00000124098	YGR147C
ENSG00000105173	YGR108W
ENSG00000105173	YPR119W
ENSG00000105173	YDL155W
ENSG00000105173	YLR210W
ENSG00000105173	YMR199W
ENSG00000105173	YPL256C
ENSG00000105173	YGR109C
ENSG00000105173	YPR120C
ENSG00000004142	YGR229C
ENSG00000164169	YBR034C
ENSG00000106355	YER146W
ENSG00000077684	YPR031W
ENSG00000166377	YIL048W
ENSG00000168438	YDR364C
ENSG00000197070	YFR022W
ENSG00000197070	YOR018W
ENSG00000197070	YBL101C
ENSG00000197070	YPR030W
ENSG00000197070	YKR021W
ENSG00000197070	YJL084C
ENSG00000106367	YLR170C
ENSG00000100867	YMR226C
ENSG00000100867	YIR036C
ENSG00000100867	YIR035C
ENSG00000100867	YKL071W
ENSG00000162600	YKR087C
ENSG00000100033	YLR142W
ENSG00000185825	YKL065C
ENSG00000185825	YMR040W
ENSG00000185825	YDL072C
ENSG00000091664	YOL162W
ENSG00000091664	YOL163W
ENSG00000100603	YAL032C
ENSG00000150712	YJR110W
ENSG00000078142	YLR240W
ENSG00000105063	YGL229C
ENSG00000105063	YKR028W
ENSG00000105063	YJL098W
ENSG00000105063	YFR040W
ENSG00000101986	YPL147W
ENSG00000155827	YDL074C
ENSG00000154127	YNL108C
ENSG00000154127	YOR110W
ENSG00000113657	YLR420W
ENSG00000137055	YKL213C
ENSG00000184343	YMR216C
ENSG00000184343	YHR030C
ENSG00000184343	YKL161C
ENSG00000099940	YGR009C
ENSG00000133265	YBR101C
ENSG00000132376	YNL106C
ENSG00000132376	YOR109W
ENSG00000149923	YDR075W
ENSG00000065621	YGR201C
ENSG00000065621	YPL048W
ENSG00000065621	YKL081W
ENSG00000160469	YDL214C
ENSG00000160469	YNL183C
ENSG00000160469	YPL026C
ENSG00000160469	YDR247W
ENSG00000160469	YPL141C
ENSG00000160469	YOR233W
ENSG00000160469	YKL198C
ENSG00000160469	YJR059W
ENSG00000160469	YKL168C
ENSG00000160469	YJL165C
ENSG00000160469	YDR122W
ENSG00000160469	YLR096W
ENSG00000099954	YLR399C
ENSG00000099954	YDL070W
ENSG00000185561	YJR116W
ENSG00000145817	YGR172C
ENSG00000183773	YHR106W
ENSG00000183773	YDR353W
ENSG00000102886	YPL206C
ENSG00000059915	YJR031C
ENSG00000059915	YEL022W
ENSG00000102882	YMR216C
ENSG00000102882	YHR030C
ENSG00000102882	YKL161C
ENSG00000147604	YPL198W
ENSG00000147604	YGL076C
ENSG00000124217	YHR111W
ENSG00000173418	YPR131C
ENSG00000092470	YDL156W
ENSG00000101343	YLR117C
ENSG00000186532	YPL165C
ENSG00000156970	YJL013C
ENSG00000156970	YGR188C
ENSG00000136986	YDR411C
ENSG00000132383	YAR007C
ENSG00000092094	YKR038C
ENSG00000169627	YGL220W
ENSG00000148090	YLR284C
ENSG00000148090	YOR180C
ENSG00000158220	YOR086C
ENSG00000158220	YNL087W
ENSG00000119125	YDL238C
ENSG00000100823	YBL019W
ENSG00000168938	YDR155C
ENSG00000168938	YML078W
ENSG00000172534	YHR158C
ENSG00000172534	YGR238C
ENSG00000172534	YGL197W
ENSG00000172534	YER132C
ENSG00000138032	YOR090C
ENSG00000088833	YBL058W
ENSG00000118007	YIL026C
ENSG00000176890	YOR074C
ENSG00000126953	YFL050C
ENSG00000126953	YOL130W
ENSG00000135972	YBR146W
ENSG00000198498	YOR252W
ENSG00000213625	YJR044C
ENSG00000284194	YBR024W
ENSG00000284194	YBR037C
ENSG00000115616	YDR456W
ENSG00000112031	YGL143C
ENSG00000166226	YIL142W
ENSG00000064651	YBR235W
ENSG00000160179	YPL058C
ENSG00000160179	YOR153W
ENSG00000160179	YOR328W
ENSG00000160179	YDR011W
ENSG00000160179	YNR070W
ENSG00000160179	YDR406W
ENSG00000160179	YIL013C
ENSG00000160179	YOR011W
ENSG00000071082	YDL075W
ENSG00000071082	YLR406C
ENSG00000119899	YOL162W
ENSG00000119899	YOL163W
ENSG00000206527	YJL097W
ENSG00000203805	YDR284C
ENSG00000130193	YBR096W
ENSG00000125703	YNL223W
ENSG00000121073	YPL244C
ENSG00000124228	YLL008W
ENSG00000047249	YPR036W
ENSG00000050030	YPL167C
ENSG00000100288	YDR147W
ENSG00000100288	YLR133W
ENSG00000147224	YHL011C
ENSG00000147224	YBL068W
ENSG00000147224	YER099C
ENSG00000147224	YOL061W
ENSG00000130755	YDR063W
ENSG00000160305	YOR093C
ENSG00000206422	YJL005W
ENSG00000134775	YNL271C
ENSG00000205609	YMR309C
ENSG00000131013	YDR155C
ENSG00000131013	YML078W
ENSG00000149273	YNL178W
ENSG00000184110	YMR309C
ENSG00000101181	YHR168W
ENSG00000008018	YBL041W
ENSG00000146411	YGL104C
ENSG00000146411	YBR241C
ENSG00000146411	YJL219W
ENSG00000146411	YHR094C
ENSG00000146411	YFL011W
ENSG00000146411	YNR072W
ENSG00000146411	YDR345C
ENSG00000146411	YDR342C
ENSG00000146411	YOL156W
ENSG00000146411	YJL214W
ENSG00000146411	YDR343C
ENSG00000146411	YDL245C
ENSG00000146411	YLR081W
ENSG00000146411	YJR158W
ENSG00000146411	YHR096C
ENSG00000146411	YEL069C
ENSG00000146411	YHR092C
ENSG00000146411	YMR011W
ENSG00000146411	YDL194W
ENSG00000146411	YDL138W
ENSG00000146411	YJR160C
ENSG00000146411	YBR298C
ENSG00000146411	YGR289C
ENSG00000146411	YDL247W
ENSG00000175048	YLR246W
ENSG00000169583	YGR201C
ENSG00000169583	YPL048W
ENSG00000169583	YKL081W
ENSG00000092201	YGL207W
ENSG00000123562	YPR023C
ENSG00000089048	YDR365C
ENSG00000054179	YEL042W
ENSG00000060069	YMR277W
ENSG00000000419	YPR183W
ENSG00000166166	YJL125C
ENSG00000197355	YDL103C
ENSG00000126215	YDR004W
ENSG00000117174	YHR040W
ENSG00000176248	YLR127C
ENSG00000105193	YDL083C
ENSG00000105193	YMR143W
ENSG00000228716	YOR236W
ENSG00000196235	YML010W
ENSG00000007541	YGR216C
ENSG00000186625	YER047C
ENSG00000186625	YPL074W
ENSG00000173960	YBL058W
ENSG00000188229	YFL037W
ENSG00000100034	YOR090C
ENSG00000166391	YOR245C
ENSG00000164303	YCR026C
ENSG00000164303	YEL016C
ENSG00000135521	YKL143W
ENSG00000196296	YDR270W
ENSG00000196296	YDR039C
ENSG00000196296	YDR040C
ENSG00000196296	YDR038C
ENSG00000196296	YGL167C
ENSG00000196296	YGL008C
ENSG00000196296	YPL036W
ENSG00000135537	YEL052W
ENSG00000164168	YKR051W
ENSG00000156802	YGR270W
ENSG00000120539	YFL033C
ENSG00000091039	YPL145C
ENSG00000091039	YOR237W
ENSG00000152767	YLR371W
ENSG00000152767	YGR070W
ENSG00000142892	YDR331W
ENSG00000100722	YGL122C
ENSG00000205726	YKR019C
ENSG00000205726	YJL083W
ENSG00000205726	YBL047C
ENSG00000049769	YOR178C
ENSG00000049769	YLR273C
ENSG00000049769	YIL045W
ENSG00000049769	YER054C
ENSG00000154803	YGR057C
ENSG00000101246	YPL051W
ENSG00000116641	YLR422W
ENSG00000105197	YPL063W
ENSG00000141030	YER021W
ENSG00000070061	YLR384C
ENSG00000131023	YGR092W
ENSG00000131023	YPR111W
ENSG00000187860	YJL074C
ENSG00000147535	YDR284C
ENSG00000184788	YEL066W
ENSG00000184788	YPR193C
ENSG00000185615	YDR518W
ENSG00000185615	YCL043C
ENSG00000188021	YMR276W
ENSG00000101911	YHL011C
ENSG00000101911	YBL068W
ENSG00000101911	YER099C
ENSG00000101911	YOL061W
ENSG00000139797	YLR323C
ENSG00000126432	YLR109W
ENSG00000181938	YOL146W
ENSG00000131469	YHR010W
ENSG00000131469	YDR471W
ENSG00000109576	YHR137W
ENSG00000162302	YCR091W
ENSG00000162302	YNR047W
ENSG00000162302	YBR028C
ENSG00000139133	YGR227W
ENSG00000215305	YPL045W
ENSG00000219607	YOR178C
ENSG00000219607	YLR273C
ENSG00000083750	YML121W
ENSG00000125733	YHR114W
ENSG00000168065	YML123C
ENSG00000214491	YKL091C
ENSG00000214491	YMR079W
ENSG00000187522	YHR064C
ENSG00000135953	YNL065W
ENSG00000135953	YIL120W
ENSG00000135953	YIL121W
ENSG00000135953	YMR279C
ENSG00000135953	YML116W
ENSG00000135953	YCL073C
ENSG00000135953	YKR106W
ENSG00000135953	YHL047C
ENSG00000135953	YHL040C
ENSG00000135953	YEL065W
ENSG00000135953	YCL069W
ENSG00000135953	YKR105C
ENSG00000135953	YGR224W
ENSG00000135953	YPR198W
ENSG00000197891	YML123C
ENSG00000133103	YNL041C
ENSG00000203485	YNL271C
ENSG00000235376	YJL121C
ENSG00000269405	YPL169C
ENSG00000184903	YMR035W
ENSG00000100206	YER179W
ENSG00000104450	YNL121C
ENSG00000104450	YHR117W
ENSG00000122026	YPL079W
ENSG00000122026	YBR191W
ENSG00000176273	YMR253C
ENSG00000176273	YPL264C
ENSG00000129128	YLR066W
ENSG00000163541	YOR142W
ENSG00000119457	YJL163C
ENSG00000173145	YLR002C
ENSG00000118322	YIL048W
ENSG00000182287	YLR170C
ENSG00000181804	YDR456W
ENSG00000140905	YAL044C
ENSG00000189241	YKR048C
ENSG00000189241	YNL246W
ENSG00000061987	YNL297C
ENSG00000061987	YJR031C
ENSG00000061987	YEL022W
ENSG00000169188	YBL019W
ENSG00000158578	YDR232W
ENSG00000090857	YHR009C
ENSG00000182333	YLR020C
ENSG00000182333	YLL012W
ENSG00000187838	YJR100C
ENSG00000067334	YLR051C
ENSG00000145982	YPR047W
ENSG00000133460	YGL104C
ENSG00000133460	YBR241C
ENSG00000133460	YJL219W
ENSG00000133460	YHR094C
ENSG00000133460	YFL011W
ENSG00000133460	YNR072W
ENSG00000133460	YDR345C
ENSG00000133460	YDR342C
ENSG00000133460	YOL156W
ENSG00000133460	YJL214W
ENSG00000133460	YDR343C
ENSG00000133460	YDL245C
ENSG00000133460	YLR081W
ENSG00000133460	YJR158W
ENSG00000133460	YHR096C
ENSG00000133460	YEL069C
ENSG00000133460	YHR092C
ENSG00000133460	YMR011W
ENSG00000133460	YDL194W
ENSG00000133460	YDL138W
ENSG00000133460	YJR160C
ENSG00000133460	YBR298C
ENSG00000133460	YGR289C
ENSG00000133460	YDL247W
ENSG00000068976	YPR160W
ENSG00000173239	YLR020C
ENSG00000173239	YLL012W
ENSG00000131979	YGR267C
ENSG00000223496	YGR158C
ENSG00000204020	YLR020C
ENSG00000204020	YLL012W
ENSG00000143891	YHR210C
ENSG00000143891	YNR071C
ENSG00000128463	YGL231C
ENSG00000088205	YMR290C
ENSG00000140526	YPL095C
ENSG00000140526	YMR210W
ENSG00000140526	YBR177C
ENSG00000115593	YPL165C
ENSG00000244588	YDL003W
ENSG00000165060	YDL120W
ENSG00000024422	YKR019C
ENSG00000024422	YJL083W
ENSG00000024422	YBL047C
ENSG00000140522	YLR380W
ENSG00000140522	YNL231C
ENSG00000140522	YNL264C
ENSG00000105373	YPL146C
ENSG00000004809	YML123C
ENSG00000124535	YNL218W
ENSG00000140199	YBR235W
ENSG00000170043	YML077W
ENSG00000148688	YHR062C
ENSG00000110047	YKR019C
ENSG00000110047	YJL083W
ENSG00000276950	YGR201C
ENSG00000276950	YPL048W
ENSG00000276950	YKL081W
ENSG00000241837	YDR298C
ENSG00000068971	YOR014W
ENSG00000104951	YMR020W
ENSG00000124181	YPL268W
ENSG00000164031	YMR161W
ENSG00000213465	YMR138W
ENSG00000150760	YLR422W
ENSG00000117528	YPL147W
ENSG00000133606	YPL054W
ENSG00000100241	YJR110W
ENSG00000112293	YJL132W
ENSG00000105053	YPL204W
ENSG00000105053	YHR135C
ENSG00000105053	YER123W
ENSG00000105053	YNL154C
ENSG00000182093	YNL178W
ENSG00000179111	YFR034C
ENSG00000147403	YLR075W
ENSG00000112294	YBR006W
ENSG00000175520	YMR276W
ENSG00000175518	YMR276W
ENSG00000090402	YBR229C
ENSG00000189091	YML049C
ENSG00000178921	YGR061C
ENSG00000125814	YBL050W
ENSG00000145715	YOL081W
ENSG00000145715	YBR140C
ENSG00000090861	YOR335C
ENSG00000117519	YOR367W
ENSG00000125434	YKL120W
ENSG00000144962	YOR057W
ENSG00000144962	YNL121C
ENSG00000144962	YHR117W
ENSG00000108961	YJR074W
ENSG00000163655	YMR217W
ENSG00000161970	YGR034W
ENSG00000161970	YLR344W
ENSG00000112367	YNL325C
ENSG00000107223	YOR298C-A
ENSG00000163581	YGL104C
ENSG00000163581	YBR241C
ENSG00000163581	YJL219W
ENSG00000163581	YHR094C
ENSG00000163581	YFL011W
ENSG00000163581	YNR072W
ENSG00000163581	YDR345C
ENSG00000163581	YDR342C
ENSG00000163581	YOL156W
ENSG00000163581	YJL214W
ENSG00000163581	YDR343C
ENSG00000163581	YDL245C
ENSG00000163581	YLR081W
ENSG00000163581	YJR158W
ENSG00000163581	YHR096C
ENSG00000163581	YEL069C
ENSG00000163581	YHR092C
ENSG00000163581	YMR011W
ENSG00000163581	YDL194W
ENSG00000163581	YDL138W
ENSG00000163581	YJR160C
ENSG00000163581	YBR298C
ENSG00000163581	YGR289C
ENSG00000163581	YDL247W
ENSG00000082515	YNL177C
ENSG00000152078	YJR116W
ENSG00000136718	YNL075W
ENSG00000196497	YER110C
ENSG00000164120	YIL124W
ENSG00000137561	YKL091C
ENSG00000137561	YMR079W
ENSG00000160396	YLL019C
ENSG00000101558	YER120W
ENSG00000101558	YBL091C-A
ENSG00000137962	YDR389W
ENSG00000137962	YOR134W
ENSG00000185728	YDR374C
ENSG00000265354	YNR017W
ENSG00000105929	YMR054W
ENSG00000105929	YOR270C
ENSG00000183569	YBR204C
ENSG00000183569	YGR110W
ENSG00000164904	YPL061W
ENSG00000164904	YOR374W
ENSG00000164904	YMR169C
ENSG00000164904	YMR170C
ENSG00000122958	YJL053W
ENSG00000156502	YPL029W
ENSG00000074219	YBR083W
ENSG00000104381	YGR201C
ENSG00000104381	YPL048W
ENSG00000104381	YKL081W
ENSG00000177156	YGR043C
ENSG00000177156	YLR354C
ENSG00000111144	YNL045W
ENSG00000156510	YLR446W
ENSG00000185122	YJR147W
ENSG00000185122	YGL073W
ENSG00000249222	YPR020W
ENSG00000174145	YIR012W
ENSG00000185000	YNR019W
ENSG00000185000	YCR048W
ENSG00000087263	YER049W
ENSG00000107897	YGR037C
ENSG00000100243	YML087C
ENSG00000100243	YML125C
ENSG00000182325	YJR090C
ENSG00000065427	YDR037W
ENSG00000127445	YJR017C
ENSG00000116120	YLR060W
ENSG00000139908	YDL214C
ENSG00000139908	YNL183C
ENSG00000139908	YPL026C
ENSG00000139908	YDR247W
ENSG00000139908	YPL141C
ENSG00000139908	YOR233W
ENSG00000139908	YKL198C
ENSG00000139908	YJR059W
ENSG00000139908	YKL168C
ENSG00000139908	YJL165C
ENSG00000139908	YDR122W
ENSG00000139908	YLR096W
ENSG00000147905	YIL079C
ENSG00000123213	YCL057W
ENSG00000071894	YDR301W
ENSG00000104154	YMR177W
ENSG00000104154	YPL224C
ENSG00000165059	YKL166C
ENSG00000165059	YPL203W
ENSG00000165059	YJL164C
ENSG00000165059	YIL033C
ENSG00000065268	YNL182C
ENSG00000129559	YDR139C
ENSG00000120725	YBR101C
ENSG00000167216	YER047C
ENSG00000167216	YPL074W
ENSG00000103148	YHL023C
ENSG00000138160	YEL061C
ENSG00000157379	YIR036C
ENSG00000157379	YIR035C
ENSG00000113300	YMR285C
ENSG00000113300	YML118W
ENSG00000113300	YAL021C
ENSG00000111837	YHR030C
ENSG00000111837	YKL161C
ENSG00000101751	YFR027W
ENSG00000196943	YJL010C
ENSG00000042286	YMR145C
ENSG00000042286	YDL085W
ENSG00000180817	YBR011C
ENSG00000132467	YDL153C
ENSG00000182810	YGL064C
ENSG00000227471	YOR120W
ENSG00000227471	YDR368W
ENSG00000227471	YDL124W
ENSG00000227471	YJR155W
ENSG00000227471	YNL331C
ENSG00000227471	YCR107W
ENSG00000227471	YDL243C
ENSG00000227471	YOL165C
ENSG00000227471	YMR041C
ENSG00000160948	YPL065W
ENSG00000157800	YOL162W
ENSG00000157800	YOL163W
ENSG00000105552	YHR208W
ENSG00000105552	YJR148W
ENSG00000120438	YDR212W
ENSG00000133028	YBR024W
ENSG00000133028	YBR037C
ENSG00000162688	YPR184W
ENSG00000177694	YJR126C
ENSG00000177694	YPL176C
ENSG00000177694	YOR256C
ENSG00000102230	YGR202C
ENSG00000164466	YOR271C
ENSG00000261236	YMR049C
ENSG00000101868	YNL102W
ENSG00000119915	YLR372W
ENSG00000119915	YJL196C
ENSG00000119915	YCR034W
ENSG00000164402	YCR002C
ENSG00000146223	YPL198W
ENSG00000146223	YGL076C
ENSG00000107959	YDR430C
ENSG00000146963	YDL087C
ENSG00000186522	YCR002C
ENSG00000124587	YNL329C
ENSG00000112640	YOR014W
ENSG00000106692	YJR061W
ENSG00000106692	YKL201C
ENSG00000122965	YPR112C
ENSG00000074695	YKR044W
ENSG00000074695	YLR080W
ENSG00000074695	YFL048C
ENSG00000177700	YOR210W
ENSG00000163626	YGR062C
ENSG00000182263	YER047C
ENSG00000182263	YPL074W
ENSG00000122787	YOR120W
ENSG00000122787	YDR368W
ENSG00000122787	YJR155W
ENSG00000122787	YNL331C
ENSG00000122787	YCR107W
ENSG00000122787	YDL243C
ENSG00000122787	YOL165C
ENSG00000122787	YMR041C
ENSG00000173542	YIL106W
ENSG00000179115	YFL022C
ENSG00000065559	YOR231W
ENSG00000065559	YPL140C
ENSG00000071243	YHR090C
ENSG00000006744	YKR079C
ENSG00000179262	YEL037C
ENSG00000172331	YKL152C
ENSG00000172331	YOL056W
ENSG00000172331	YDL021W
ENSG00000165275	YOL093W
ENSG00000109805	YDR325W
ENSG00000124541	YOR287C
ENSG00000078403	YPR031W
ENSG00000151014	YMR285C
ENSG00000151014	YML118W
ENSG00000102781	YER047C
ENSG00000102781	YPL074W
ENSG00000107371	YOL142W
ENSG00000100156	YOL119C
ENSG00000100156	YOR306C
ENSG00000152234	YBL099W
ENSG00000163510	YGR278W
ENSG00000102387	YMR227C
ENSG00000265808	YLR268W
ENSG00000160471	YLR038C
ENSG00000069998	YKR070W
ENSG00000103064	YCL025C
ENSG00000103064	YDR508C
ENSG00000103064	YDR046C
ENSG00000103064	YBR068C
ENSG00000103064	YPL274W
ENSG00000103064	YLL061W
ENSG00000103064	YNL270C
ENSG00000103064	YEL063C
ENSG00000186480	YNL156C
ENSG00000186480	YHR133C
ENSG00000168924	YOL027C
ENSG00000168924	YPR125W
ENSG00000130717	YDR020C
ENSG00000130717	YGR205W
ENSG00000104447	YKR034W
ENSG00000104447	YJL110C
ENSG00000006695	YPL172C
ENSG00000085662	YOR120W
ENSG00000085662	YDR368W
ENSG00000085662	YJR155W
ENSG00000085662	YNL331C
ENSG00000085662	YCR107W
ENSG00000085662	YDL243C
ENSG00000085662	YOL165C
ENSG00000112651	YEL050C
ENSG00000120616	YFL024C
ENSG00000161542	YKL181W
ENSG00000120910	YDL134C
ENSG00000120910	YDL188C
ENSG00000150779	YFL050C
ENSG00000150779	YOL130W
ENSG00000204152	YNR017W
ENSG00000120800	YBL004W
ENSG00000176170	YOR171C
ENSG00000176170	YLR260W
ENSG00000125354	YCR002C
ENSG00000168522	YKL019W
ENSG00000101577	YMR165C
ENSG00000065183	YLR129W
ENSG00000063245	YLR206W
ENSG00000063245	YDL161W
ENSG00000158296	YJL198W
ENSG00000158296	YNR013C
ENSG00000158296	YCR037C
ENSG00000166558	YNL101W
ENSG00000166558	YJR001W
ENSG00000166558	YER119C
ENSG00000166558	YBL089W
ENSG00000198074	YOR120W
ENSG00000198074	YDR368W
ENSG00000198074	YDL124W
ENSG00000198074	YJR155W
ENSG00000198074	YNL331C
ENSG00000198074	YCR107W
ENSG00000198074	YDL243C
ENSG00000198074	YOL165C
ENSG00000198074	YMR041C
ENSG00000169118	YPL204W
ENSG00000169118	YHR135C
ENSG00000169118	YER123W
ENSG00000169118	YNL154C
ENSG00000093072	YNL141W
ENSG00000106400	YML041C
ENSG00000214026	YDR405W
ENSG00000148187	YHR038W
ENSG00000157703	YML123C
ENSG00000134955	YOL162W
ENSG00000134955	YOL163W
ENSG00000125991	YAL042W
ENSG00000169359	YBR219C
ENSG00000169359	YBR220C
ENSG00000112658	YMR043W
ENSG00000112658	YMR042W
ENSG00000100567	YOR362C
ENSG00000169762	YER140W
ENSG00000129657	YKL091C
ENSG00000129657	YMR079W
ENSG00000156885	YGL191W
ENSG00000158623	YNL287W
ENSG00000145375	YLR397C
ENSG00000136960	YCR026C
ENSG00000136960	YEL016C
ENSG00000164296	YDR081C
ENSG00000120805	YBR164C
ENSG00000241973	YLR305C
ENSG00000047315	YOR151C
ENSG00000013275	YDR394W
ENSG00000103671	YKR023W
ENSG00000131269	YMR301C
ENSG00000130347	YMR152W
ENSG00000130348	YMR293C
ENSG00000159459	YGR184C
ENSG00000159459	YLR024C
ENSG00000197498	YKR081C
ENSG00000029639	YPL266W
ENSG00000196860	YGR082W
ENSG00000074771	YOR384W
ENSG00000074771	YOL152W
ENSG00000165046	YOL027C
ENSG00000165046	YPR125W
ENSG00000213780	YPL122C
ENSG00000156110	YJR105W
ENSG00000143158	YGR243W
ENSG00000143158	YHR162W
ENSG00000124140	YBR235W
ENSG00000103502	YPR113W
ENSG00000161692	YDR052C
ENSG00000180104	YIL068C
ENSG00000152779	YOL119C
ENSG00000152779	YOR306C
ENSG00000080511	YIR036C
ENSG00000080511	YIR035C
ENSG00000154415	YOR178C
ENSG00000154415	YLR273C
ENSG00000165996	YJL097W
ENSG00000066230	YDR456W
ENSG00000121022	YDL216C
ENSG00000250479	YMR002W
ENSG00000136738	YHL002W
ENSG00000136738	YDR358W
