Gene stable ID	UniProtKB/Swiss-Prot ID
YGL091C	P52920
YGL027C	P53008
YGL083W	P53009
YGL094C	P53010
YGL100W	P53011
YGR172C	P53039
YGL112C	P53040
YGR123C	P53043
YGR048W	P53044
YGR060W	P53045
YGL246C	P53063
YGL242C	P53066
YGL241W	P53067
YGL240W	P53068
YGL236C	P53070
YGL232W	P53072
YGL231C	P53073
YGL221C	P53081
YGL220W	P53082
YGL211W	P53088
YGL202W	P53090
YGL201C	P53091
YGL183C	P53102
YGL161C	P53108
YGL159W	P53110
YGL150C	P53115
YGL141W	P53119
YGL125W	P53128
YGL124C	P53129
YGL120C	P53131
YGL111W	P53136
YGL099W	P53145
YGL098W	P53146
YGL087C	P53152
YGL080W	P53157
YGL068W	P53163
YGL067W	P53164
YGL054C	P53173
YGL050W	P53177
YGL033W	P53187
YGL018C	P53193
YGL003C	P53197
YGL002W	P53198
YGL001C	P53199
YGR001C	P53200
YGR002C	P53201
YGR003W	P53202
YGR010W	P53204
YGR021W	P53212
YGR024C	P53215
YGR031W	P53219
YGR033C	P53220
YGR034W	P53221
YGR036C	P53223
YGR038W	P53224
YGR054W	P53235
YGR066C	P53242
YGR080W	P53250
YGR090W	P53254
YGR093W	P53255
YGR095C	P53256
YGR096W	P53257
YGR101W	P53259
YGR103W	P53261
YGR112W	P53266
YGR127W	P53275
YGR163W	P53290
YGR173W	P53295
YGR181W	P53299
YGR211W	P53303
YGR241C	P53309
YGR243W	P53311
YGR244C	P53312
YGR245C	P53313
YGR255C	P53318
YGR257C	P53320
YGR262C	P53323
YGR271W	P53327
YGR278W	P53333
YGR283C	P53336
YGR284C	P53337
YLR212C	P53378
YML060W	P53397
YNL222W	P53538
YOR259C	P53549
YPL127C	P53551
YNL139C	P53552
YOR142W	P53598
YPL010W	P53600
YDL145C	P53622
YNR023W	P53628
YOL115W	P53632
YNL044W	P53633
YPL015C	P53686
YLR216C	P53691
YNR015W	P53720
YNR029C	P53729
YNR030W	P53730
YNR035C	P53731
YNR036C	P53732
YNR038W	P53734
YNR046W	P53738
YNR053C	P53742
YNR054C	P53743
YNR064C	P53750
YML080W	P53759
YLR323C	P53769
YNL288W	P53829
YNL275W	P53838
YNL274C	P53839
YNL265C	P53843
YNL263C	P53845
YNL253W	P53851
YNL247W	P53852
YNL246W	P53853
YNL227C	P53863
YNL223W	P53867
YNL219C	P53868
YNL185C	P53875
YNL182C	P53877
YNL175C	P53883
YNL168C	P53889
YNL163C	P53893
YNL161W	P53894
YNL155W	P53899
YNL153C	P53900
YNL148C	P53904
YNL147W	P53905
YNL141W	P53909
YNL132W	P53914
YNL129W	P53915
YNL125C	P53918
YNL124W	P53919
YNL110C	P53927
YNL107W	P53930
YNL092W	P53934
YNL075W	P53941
YNL072W	P53942
YNL063W	P53944
YNL059C	P53946
YNL048W	P53954
YNL041C	P53959
YNL040W	P53960
YNL035C	P53962
YNL024C	P53970
YNL023C	P53971
YNL022C	P53972
YMR121C	P54780
YML097C	P54787
YPR162C	P54791
YML012W	P54837
YML126C	P54839
YDL190C	P54860
YLL001W	P54861
YOR323C	P54885
YLR059C	P54964
YPR182W	P54999
YLR438C-A	P57743
YJR135W-A	P57744
YFL039C	P60010
Q0130	P61829
YBR010W	P61830
YNL031C	P61830
YKR035W-A	P69771
YNL220W	P80210
YAR035W	P80235
YLR191W	P80667
YHR005C-A	P87108
YER056C-A	P87262
YDR166C	P89102
YOL145C	P89105
YER007C-A	P89886
YDL022W	Q00055
YGL190C	Q00362
YJR058C	Q00381
YIL143C	Q00578
YML121W	Q00582
YFR028C	Q00684
YKL148C	Q00711
YPL259C	Q00776
YNR016C	Q00955
YNL248C	Q01080
YER069W	Q01217
YPR135W	Q01454
YER151C	Q01477
YLR038C	Q01519
YLR026C	Q01590
YMR198W	Q01649
YLR244C	Q01662
YIL022W	Q01852
YOL040C	Q01855
YOR233W	Q01919
YGL048C	Q01939
YBR111C	Q01976
YKR080W	Q02046
YMR022W	Q02159
YEL053C	Q02197
YKR003W	Q02201
YKR009C	Q02207
YIR026C	Q02256
YGR074W	Q02260
YML073C	Q02326
YDR448W	Q02336
YKR095W	Q02455
YMR072W	Q02486
YPL013C	Q02608
YPL037C	Q02642
YDR424C	Q02647
YBR191W	Q02753
YPL065W	Q02767
YPL064C	Q02770
YJR034W	Q02772
YDR088C	Q02775
YPL063W	Q02776
YPL060W	Q02783
YPL059W	Q02784
YOR048C	Q02792
YPL051W	Q02804
YNL189W	Q02821
YPL103C	Q02883
YPL101W	Q02884
YPL098C	Q02889
YPL093W	Q02892
YPL088W	Q02895
YPL086C	Q02908
YPL125W	Q02932
YPL122C	Q02939
YPL120W	Q02948
YPL109C	Q02981
YLL050C	Q03048
YPL046C	Q03071
YML131W	Q03102
YML130C	Q03103
YMR097C	Q03151
YDR091C	Q03195
YML118W	Q03210
YMR176W	Q03214
YMR277W	Q03254
YMR278W	Q03262
YDR457W	Q03280
YDR460W	Q03290
YPL045W	Q03308
YDR468C	Q03322
YDR472W	Q03337
YDR473C	Q03338
YDR489W	Q03406
YHL007C	Q03497
YMR272C	Q03529
YMR274C	Q03530
YMR290C	Q03532
YMR292W	Q03554
YMR293C	Q03557
YML077W	Q03630
YMR210W	Q03649
YMR216C	Q03656
YMR002W	Q03667
YMR009W	Q03677
YMR010W	Q03687
YMR012W	Q03690
YML038C	Q03697
YML036W	Q03705
YML018C	Q03730
YDR152W	Q03768
YDR165W	Q03774
YDR235W	Q03776
YDR236C	Q03778
YDR246W	Q03784
YDR248C	Q03786
YDR097C	Q03834
YDR128W	Q03897
YDR140W	Q03920
YDR190C	Q03940
YDR196C	Q03941
YKL139W	Q03957
YDR183W	Q04004
YDR416W	Q04048
YDR419W	Q04049
YDR427W	Q04062
YDR429C	Q04067
YDR434W	Q04080
YDR435C	Q04081
YDR437W	Q04082
YDR456W	Q04121
YDR386W	Q04149
YOR149C	Q04174
YDR398W	Q04177
YML102W	Q04199
YMR128W	Q04217
YMR130W	Q04223
YMR131C	Q04225
YMR076C	Q04264
YMR077C	Q04272
YMR093W	Q04305
YDR045C	Q04307
YDR049W	Q04311
YMR192W	Q04322
YMR197C	Q04338
YDL125C	Q04344
YMR017W	Q04359
YMR026C	Q04370
YMR027W	Q04371
YMR028W	Q04372
YDR496C	Q04373
YDR511W	Q04401
YDR531W	Q04430
YMR109W	Q04439
YMR110C	Q04458
YMR114C	Q04471
YMR118C	Q04487
YML096W	Q04489
YLR208W	Q04491
YML094W	Q04493
YML093W	Q04500
YDR109C	Q04585
YDR117C	Q04600
YML069W	Q04636
YML068W	Q04638
YML067C	Q04651
YMR049C	Q04660
YLR005W	Q04673
YML049C	Q04693
YMR234W	Q04740
YMR074C	Q04773
YMR247C	Q04781
YMR315W	Q04869
YDR221W	Q04924
YML059C	Q04958
YMR221C	Q04991
YMR226C	Q05016
YMR229C	Q05022
YMR236W	Q05027
YMR034C	Q05131
YDR336W	Q05473
YDR338C	Q05497
YDR339C	Q05498
YDR341C	Q05506
YDR284C	Q05521
YDR287W	Q05533
YDR294C	Q05567
YDR265W	Q05568
YDR272W	Q05584
YDR280W	Q05636
YDR282C	Q05648
YLR193C	Q05776
YLR201C	Q05779
YLR207W	Q05787
YLR209C	Q05788
YLR215C	Q05791
YLR299W	Q05902
YLR359W	Q05911
YLR370C	Q05933
YLR222C	Q05946
YLR231C	Q05979
YLR239C	Q06005
YLR389C	Q06010
YLR401C	Q06053
YLR405W	Q06063
YLR409C	Q06078
YPR098C	Q06089
YPR105C	Q06096
YPR108W	Q06103
YPR112C	Q06106
YPR117W	Q06116
YLR347C	Q06142
YLR348C	Q06143
YLR260W	Q06147
YLR271W	Q06152
YLR272C	Q06156
YLR318W	Q06163
YPR168W	Q06213
YLR275W	Q06217
YLR276C	Q06218
YLR277C	Q06224
YLR165C	Q06244
YLR166C	Q06245
YLR179C	Q06252
YLR181C	Q06263
YLR186W	Q06287
YDR361C	Q06338
YDR365C	Q06344
YDR371W	Q06350
YDR372C	Q06385
YDR373W	Q06389
YDR378C	Q06406
YLR424W	Q06411
YLR427W	Q06436
YLR429W	Q06440
YPR118W	Q06489
YPR125W	Q06493
YPR131C	Q06504
YPR137W	Q06506
YPR140W	Q06510
YPR144C	Q06512
YLR241W	Q06538
YLR243W	Q06543
YLR245C	Q06549
YLR246W	Q06551
YLR251W	Q06563
YLR253W	Q06567
YPR180W	Q06624
YPR184W	Q06625
YDR299W	Q06631
YDR301W	Q06632
YDR302W	Q06636
YDR324C	Q06679
YDR325W	Q06680
YDR330W	Q06682
YLR410W	Q06685
YLR419W	Q06698
YLR384C	Q06706
YLR386W	Q06708
YLR387C	Q06709
YPR082C	Q06819
YPR094W	Q06835
YDL060W	Q07381
YDL065C	Q07418
YDL070W	Q07442
YDL072C	Q07451
YDL074C	Q07457
YDL084W	Q07478
YDL087C	Q07508
YDL114W	Q07530
YDL119C	Q07534
YDL142C	Q07560
YDL219W	Q07648
YDL238C	Q07729
YLL029W	Q07825
YLL031C	Q07830
YLL034C	Q07844
YLL040C	Q07878
YLR002C	Q07896
YLR007W	Q07913
YLR009W	Q07915
YLR017W	Q07938
YLR022C	Q07953
YLR070C	Q07993
YLR074C	Q08004
YLR103C	Q08032
YOL008W	Q08058
YOL010W	Q08096
YOL018C	Q08144
YOL021C	Q08162
YOL027C	Q08179
YOL031C	Q08199
YOL032W	Q08202
YOL034W	Q08204
YOL041C	Q08208
YOL049W	Q08220
YOL057W	Q08225
YOL071W	Q08230
YOL077C	Q08235
YOL080C	Q08237
YOL133W	Q08273
YOL135C	Q08278
YOL141W	Q08282
YOL142W	Q08285
YOR005C	Q08387
YOR056C	Q08444
YOR057W	Q08446
YOR064C	Q08465
YOR070C	Q08484
YOR175C	Q08548
YOR180C	Q08558
YOR241W	Q08645
YOR243C	Q08647
YOR244W	Q08649
YOR245C	Q08650
YOR246C	Q08651
YOR250C	Q08685
YOR251C	Q08686
YOR252W	Q08687
YOR261C	Q08723
YOR262W	Q08726
YOR286W	Q08742
YOR293W	Q08745
YOR304W	Q08773
YOR356W	Q08822
YOR357C	Q08826
YOR367W	Q08873
YPL178W	Q08920
YPL183C	Q08924
YPL191C	Q08930
YPL195W	Q08951
YPL196W	Q08952
YPL206C	Q08959
YPL207W	Q08960
YPL211W	Q08962
YPL213W	Q08963
YPL217C	Q08965
YPL222W	Q08968
YPL225W	Q08971
YPL263C	Q08979
YPL264C	Q08980
YNL045W	Q10740
YOR091W	Q12000
YOR002W	Q12001
YPL236C	Q12003
YPR056W	Q12004
YDL201W	Q12009
YOL092W	Q12010
YOR289W	Q12012
YOL129W	Q12016
YOR281C	Q12017
YDL132W	Q12018
YLR106C	Q12019
YOR272W	Q12024
YPR029C	Q12028
YOR271C	Q12029
YOR275C	Q12033
YPL162C	Q12042
YPL069C	Q12051
YDL166C	Q12055
YOR226C	Q12056
YDL193W	Q12063
YOR079C	Q12067
YDL036C	Q12069
YDR027C	Q12071
YPR069C	Q12074
YPL146C	Q12080
YPL164C	Q12083
YDR020C	Q12084
YPL170W	Q12091
YDL033C	Q12093
YOR006C	Q12094
YDR021W	Q12099
YLR115W	Q12102
YOL097C	Q12109
YDR105C	Q12116
YOR007C	Q12118
YDL131W	Q12122
YOR173W	Q12123
YOR164C	Q12125
YLR066W	Q12133
YDL149W	Q12142
YOL146W	Q12146
YOR001W	Q12149
YDR312W	Q12153
YDL100C	Q12154
YLR050C	Q12155
YDR063W	Q12156
YDL008W	Q12157
YDR381W	Q12159
YDL004W	Q12165
YDL154W	Q12175
YDR060W	Q12176
YPR048W	Q12181
YPL252C	Q12184
YOR095C	Q12189
YOR119C	Q12196
YPR040W	Q12199
YPL006W	Q12200
YPL212C	Q12211
YPL198W	Q12213
YLR129W	Q12220
YOL107W	Q12239
YDL147W	Q12250
YLR086W	Q12267
YOR109W	Q12271
YOL102C	Q12272
YPL242C	Q12280
YLL009C	Q12287
YOR100C	Q12289
YDR510W	Q12306
YLR117C	Q12309
YOL112W	Q12317
YOL114C	Q12322
YLR092W	Q12325
YDL217C	Q12328
YOR159C	Q12330
YOR004W	Q12339
YPL001W	Q12341
YPL249C	Q12344
YLR097C	Q12347
YLR118C	Q12354
YDL098C	Q12368
YOR130C	Q12375
YDL097C	Q12377
YPL149W	Q12380
YOL125W	Q12383
YLR099C	Q12385
YOR141C	Q12386
YDL031W	Q12389
YLL060C	Q12390
YLR128W	Q12395
YOR032C	Q12398
YOL093W	Q12400
YPR028W	Q12402
YOR161C	Q12412
YPL151C	Q12417
YOR308C	Q12420
YDL206W	Q12424
YPR067W	Q12425
YPR023C	Q12432
YDL135C	Q12434
YLR127C	Q12440
YOL002C	Q12442
YDR214W	Q12449
YOR016C	Q12450
YDL019C	Q12451
YLR100W	Q12452
YOR112W	Q12453
YLR197W	Q12460
YOL147C	Q12462
YOL124C	Q12463
YPL235W	Q12464
YPR004C	Q12480
YOR287C	Q12481
YPL002C	Q12483
YOR150W	Q12487
YDR013W	Q12488
YDR017C	Q12494
YOR310C	Q12499
YLR114C	Q12500
YDR257C	Q12504
YDR255C	Q12508
YLR085C	Q12509
YDL156W	Q12510
YOR090C	Q12511
YPL244C	Q12520
YPR016C	Q12522
YPL247C	Q12523
YLL062C	Q12525
YPL009C	Q12532
YPL079W	Q12672
YOL012C	Q12692
YOR291W	Q12697
YDR411C	Q12743
YML125C	Q12746
YLR383W	Q12749
YPL012W	Q12754
YLL018C-A	Q3E731
YJL136C	Q3E754
YGR085C	Q3E757
YLR262C-A	Q3E764
YGR027C	Q3E792
YAL044W-A	Q3E793
YBL059C-A	Q3E7A4
YMR194C-B	Q3E7A9
YDL085C-A	Q3E7B7
YDR079C-A	Q3E7C1
YOR167C	Q3E7X9
YKR095W-A	Q3E833
YER074W-A	Q3E834
YBL071W-A	Q3E840
YNR032C-A	Q6Q546
YHR072W-A	Q6Q547
YER048W-A	Q6Q560
YBL091C-A	Q6Q595
YKL033W-A	Q86ZR7
YNL024C-A	Q8TGJ3
YDR397C	Q92317
YOR069W	Q92331
YCL057C-A	Q96VH5
YOR319W	Q99181
YOR160W	Q99189
YDL015C	Q99190
YDL148C	Q99207
YOR145C	Q99216
YPL169C	Q99257
YLR262C	Q99260
YOR222W	Q99297
YPR066W	Q99344
YOR280C	Q99369
YOR115C	Q99394
YLR316C	Q9URQ3
