ENSG00000198888	ENSBTAG00000043558
ENSG00000183559	ENSBTAG00000010797
ENSG00000111711	ENSBTAG00000000379
ENSG00000099341	ENSBTAG00000031641
ENSG00000176020	ENSBTAG00000045547
ENSG00000238942	ENSBTAG00000044311
ENSG00000221420	ENSBTAG00000044788
ENSG00000200320	ENSBTAG00000042475
ENSG00000263776	ENSBTAG00000042702
ENSG00000183770	ENSBTAG00000031277
ENSG00000166947	ENSBTAG00000011439
ENSG00000203795	ENSBTAG00000066512
ENSG00000203795	ENSBTAG00000055546
ENSG00000206260	ENSBTAG00000067212
ENSG00000206260	ENSBTAG00000045637
ENSG00000206260	ENSBTAG00000046040
ENSG00000184814	ENSBTAG00000067212
ENSG00000184814	ENSBTAG00000045637
ENSG00000184814	ENSBTAG00000046040
ENSG00000119965	ENSBTAG00000023845
ENSG00000119965	ENSBTAG00000023846
ENSG00000233701	ENSBTAG00000067212
ENSG00000233701	ENSBTAG00000045637
ENSG00000233701	ENSBTAG00000046040
ENSG00000147113	ENSBTAG00000020717
ENSG00000134548	ENSBTAG00000053951
ENSG00000196132	ENSBTAG00000006352
ENSG00000179988	ENSBTAG00000014028
ENSG00000104856	ENSBTAG00000038428
ENSG00000049768	ENSBTAG00000013279
ENSG00000251774	ENSBTAG00000043615
ENSG00000257115	ENSBTAG00000039120
ENSG00000257115	ENSBTAG00000025068
ENSG00000164244	ENSBTAG00000021977
ENSG00000172602	ENSBTAG00000018773
ENSG00000238741	ENSBTAG00000045275
ENSG00000179674	ENSBTAG00000017322
ENSG00000083937	ENSBTAG00000073909
ENSG00000111328	ENSBTAG00000020504
ENSG00000207003	ENSBTAG00000071058
ENSG00000207003	ENSBTAG00000044658
ENSG00000170684	ENSBTAG00000013702
ENSG00000088812	ENSBTAG00000003848
ENSG00000065060	ENSBTAG00000009267
ENSG00000114251	ENSBTAG00000020221
ENSG00000170959	ENSBTAG00000006060
ENSG00000130158	ENSBTAG00000009569
ENSG00000154237	ENSBTAG00000001567
ENSG00000101557	ENSBTAG00000019214
ENSG00000184992	ENSBTAG00000001543
ENSG00000180929	ENSBTAG00000013442
ENSG00000124678	ENSBTAG00000016891
ENSG00000283740	ENSBTAG00000075874
ENSG00000283740	ENSBTAG00000073043
ENSG00000283740	ENSBTAG00000076420
ENSG00000283740	ENSBTAG00000071974
ENSG00000283740	ENSBTAG00000071931
ENSG00000283740	ENSBTAG00000078027
ENSG00000283740	ENSBTAG00000075965
ENSG00000283740	ENSBTAG00000078764
ENSG00000249156	ENSBTAG00000075874
ENSG00000249156	ENSBTAG00000073043
ENSG00000249156	ENSBTAG00000076420
ENSG00000249156	ENSBTAG00000071974
ENSG00000249156	ENSBTAG00000071931
ENSG00000249156	ENSBTAG00000078027
ENSG00000249156	ENSBTAG00000075965
ENSG00000249156	ENSBTAG00000078764
ENSG00000176087	ENSBTAG00000030584
ENSG00000170549	ENSBTAG00000000809
ENSG00000074590	ENSBTAG00000010457
ENSG00000182667	ENSBTAG00000010032
ENSG00000113595	ENSBTAG00000009519
ENSG00000179615	ENSBTAG00000052738
ENSG00000178217	ENSBTAG00000003910
ENSG00000214700	ENSBTAG00000002775
ENSG00000111490	ENSBTAG00000011352
ENSG00000101350	ENSBTAG00000003215
ENSG00000184719	ENSBTAG00000054881
ENSG00000120688	ENSBTAG00000016637
ENSG00000125864	ENSBTAG00000021867
ENSG00000015285	ENSBTAG00000046555
ENSG00000207352	ENSBTAG00000044520
ENSG00000151379	ENSBTAG00000039113
ENSG00000113597	ENSBTAG00000016900
ENSG00000022840	ENSBTAG00000015767
ENSG00000099617	ENSBTAG00000038221
ENSG00000134278	ENSBTAG00000010542
ENSG00000164086	ENSBTAG00000021912
ENSG00000275174	ENSBTAG00000057498
ENSG00000068650	ENSBTAG00000000446
ENSG00000178795	ENSBTAG00000073110
ENSG00000178795	ENSBTAG00000000886
ENSG00000178795	ENSBTAG00000056826
ENSG00000177283	ENSBTAG00000052989
ENSG00000199150	ENSBTAG00000029861
ENSG00000207926	ENSBTAG00000029825
ENSG00000182974	ENSBTAG00000046651
ENSG00000163930	ENSBTAG00000045817
ENSG00000279408	ENSBTAG00000078151
ENSG00000279408	ENSBTAG00000070789
ENSG00000153896	ENSBTAG00000009895
ENSG00000101000	ENSBTAG00000008291
ENSG00000143869	ENSBTAG00000038224
ENSG00000261594	ENSBTAG00000066088
ENSG00000124172	ENSBTAG00000039208
ENSG00000124172	ENSBTAG00000074435
ENSG00000124172	ENSBTAG00000053907
ENSG00000185650	ENSBTAG00000025434
ENSG00000118096	ENSBTAG00000012941
ENSG00000171126	ENSBTAG00000032623
ENSG00000170820	ENSBTAG00000032424
ENSG00000221957	ENSBTAG00000049820
ENSG00000221957	ENSBTAG00000045795
ENSG00000221957	ENSBTAG00000068837
ENSG00000221957	ENSBTAG00000047270
ENSG00000221957	ENSBTAG00000059390
ENSG00000221957	ENSBTAG00000039215
ENSG00000221957	ENSBTAG00000075021
ENSG00000125971	ENSBTAG00000006134
ENSG00000099968	ENSBTAG00000013956
ENSG00000269855	ENSBTAG00000060851
ENSG00000124181	ENSBTAG00000017584
ENSG00000171574	ENSBTAG00000037882
ENSG00000123561	ENSBTAG00000047655
ENSG00000113555	ENSBTAG00000008437
ENSG00000166224	ENSBTAG00000009984
ENSG00000180697	ENSBTAG00000039194
ENSG00000133110	ENSBTAG00000012409
ENSG00000086717	ENSBTAG00000009545
ENSG00000201441	ENSBTAG00000043332
ENSG00000175161	ENSBTAG00000009219
ENSG00000187783	ENSBTAG00000052544
ENSG00000222743	ENSBTAG00000078568
ENSG00000123374	ENSBTAG00000004021
ENSG00000283758	ENSBTAG00000075739
ENSG00000161643	ENSBTAG00000008852
ENSG00000273173	ENSBTAG00000060892
ENSG00000207071	ENSBTAG00000042467
ENSG00000027075	ENSBTAG00000003276
ENSG00000115464	ENSBTAG00000006027
ENSG00000207275	ENSBTAG00000042637
ENSG00000252908	ENSBTAG00000071914
ENSG00000075290	ENSBTAG00000012914
ENSG00000276314	ENSBTAG00000044227
ENSG00000276314	ENSBTAG00000047865
ENSG00000214872	ENSBTAG00000027524
ENSG00000274640	ENSBTAG00000074629
ENSG00000274640	ENSBTAG00000078104
ENSG00000112972	ENSBTAG00000011839
ENSG00000200661	ENSBTAG00000045308
ENSG00000136750	ENSBTAG00000008056
ENSG00000252326	ENSBTAG00000045426
ENSG00000251815	ENSBTAG00000045426
ENSG00000251896	ENSBTAG00000045426
ENSG00000278123	ENSBTAG00000045426
ENSG00000176922	ENSBTAG00000078794
ENSG00000176922	ENSBTAG00000077395
ENSG00000156689	ENSBTAG00000030847
ENSG00000236980	ENSBTAG00000000982
ENSG00000163646	ENSBTAG00000011267
ENSG00000173338	ENSBTAG00000010802
ENSG00000173401	ENSBTAG00000004569
ENSG00000232810	ENSBTAG00000025471
ENSG00000151882	ENSBTAG00000072605
ENSG00000036473	ENSBTAG00000001488
ENSG00000139278	ENSBTAG00000011590
ENSG00000206974	ENSBTAG00000072740
ENSG00000081087	ENSBTAG00000010134
ENSG00000239122	ENSBTAG00000059751
ENSG00000174695	ENSBTAG00000039591
ENSG00000174695	ENSBTAG00000051263
ENSG00000183303	ENSBTAG00000076259
ENSG00000183303	ENSBTAG00000075358
ENSG00000183303	ENSBTAG00000076480
ENSG00000088726	ENSBTAG00000000161
ENSG00000202070	ENSBTAG00000073057
ENSG00000179626	ENSBTAG00000070437
ENSG00000179626	ENSBTAG00000073020
ENSG00000283703	ENSBTAG00000061765
ENSG00000201260	ENSBTAG00000043114
ENSG00000223156	ENSBTAG00000056920
ENSG00000165985	ENSBTAG00000016677
ENSG00000238835	ENSBTAG00000045243
ENSG00000184702	ENSBTAG00000008320
ENSG00000105443	ENSBTAG00000001498
ENSG00000122862	ENSBTAG00000017863
ENSG00000072657	ENSBTAG00000018575
ENSG00000165923	ENSBTAG00000051215
ENSG00000165194	ENSBTAG00000014169
ENSG00000252881	ENSBTAG00000044785
ENSG00000135346	ENSBTAG00000016138
ENSG00000049860	ENSBTAG00000015512
ENSG00000049860	ENSBTAG00000034138
ENSG00000258469	ENSBTAG00000013387
ENSG00000207604	ENSBTAG00000036400
ENSG00000199080	ENSBTAG00000029826
ENSG00000112115	ENSBTAG00000002150
ENSG00000269313	ENSBTAG00000013278
ENSG00000112116	ENSBTAG00000016835
ENSG00000213626	ENSBTAG00000069495
ENSG00000187857	ENSBTAG00000075241
ENSG00000185821	ENSBTAG00000006313
ENSG00000203733	ENSBTAG00000049376
ENSG00000082175	ENSBTAG00000024648
ENSG00000240053	ENSBTAG00000039740
ENSG00000139223	ENSBTAG00000012365
ENSG00000177627	ENSBTAG00000016996
ENSG00000146385	ENSBTAG00000040489
ENSG00000146385	ENSBTAG00000047327
ENSG00000237110	ENSBTAG00000048313
ENSG00000131264	ENSBTAG00000001726
ENSG00000286105	ENSBTAG00000045936
ENSG00000072133	ENSBTAG00000002015
ENSG00000204428	ENSBTAG00000025449
ENSG00000167531	ENSBTAG00000005859
ENSG00000237988	ENSBTAG00000017227
ENSG00000146243	ENSBTAG00000020825
ENSG00000123307	ENSBTAG00000005626
ENSG00000119866	ENSBTAG00000016534
ENSG00000207496	ENSBTAG00000042863
ENSG00000181929	ENSBTAG00000014426
ENSG00000156564	ENSBTAG00000017971
ENSG00000075643	ENSBTAG00000012252
ENSG00000125885	ENSBTAG00000014623
ENSG00000252767	ENSBTAG00000043493
ENSG00000188315	ENSBTAG00000011894
ENSG00000205593	ENSBTAG00000024756
ENSG00000207490	ENSBTAG00000042966
ENSG00000112159	ENSBTAG00000001644
ENSG00000221059	ENSBTAG00000042388
ENSG00000222361	ENSBTAG00000050154
ENSG00000086570	ENSBTAG00000003498
ENSG00000177947	ENSBTAG00000077916
ENSG00000073282	ENSBTAG00000015460
ENSG00000180304	ENSBTAG00000015806
ENSG00000120149	ENSBTAG00000013873
ENSG00000268606	ENSBTAG00000059973
ENSG00000268606	ENSBTAG00000018323
ENSG00000268606	ENSBTAG00000067916
ENSG00000268606	ENSBTAG00000019009
ENSG00000268606	ENSBTAG00000005749
ENSG00000268606	ENSBTAG00000048281
ENSG00000268606	ENSBTAG00000072487
ENSG00000268606	ENSBTAG00000075507
ENSG00000268606	ENSBTAG00000070701
ENSG00000268606	ENSBTAG00000055100
ENSG00000268606	ENSBTAG00000051911
ENSG00000268606	ENSBTAG00000048623
ENSG00000268606	ENSBTAG00000071005
ENSG00000268606	ENSBTAG00000071084
ENSG00000268606	ENSBTAG00000061257
ENSG00000145491	ENSBTAG00000003539
ENSG00000110171	ENSBTAG00000003565
ENSG00000124772	ENSBTAG00000007514
ENSG00000105205	ENSBTAG00000047030
ENSG00000145908	ENSBTAG00000025124
ENSG00000245848	ENSBTAG00000065802
ENSG00000198597	ENSBTAG00000007262
ENSG00000089195	ENSBTAG00000001314
ENSG00000115353	ENSBTAG00000015575
ENSG00000130598	ENSBTAG00000010880
ENSG00000186951	ENSBTAG00000070280
ENSG00000178199	ENSBTAG00000007388
ENSG00000157884	ENSBTAG00000005041
ENSG00000173064	ENSBTAG00000008762
ENSG00000174132	ENSBTAG00000045909
ENSG00000157554	ENSBTAG00000011001
ENSG00000181693	ENSBTAG00000039331
ENSG00000181693	ENSBTAG00000001291
ENSG00000181693	ENSBTAG00000061794
ENSG00000048545	ENSBTAG00000051956
ENSG00000134571	ENSBTAG00000021707
ENSG00000169067	ENSBTAG00000046468
ENSG00000149346	ENSBTAG00000051621
ENSG00000146047	ENSBTAG00000059246
ENSG00000112164	ENSBTAG00000018224
ENSG00000147381	ENSBTAG00000059973
ENSG00000147381	ENSBTAG00000018323
ENSG00000147381	ENSBTAG00000067916
ENSG00000147381	ENSBTAG00000019009
ENSG00000147381	ENSBTAG00000005749
ENSG00000147381	ENSBTAG00000048281
ENSG00000147381	ENSBTAG00000072487
ENSG00000147381	ENSBTAG00000075507
ENSG00000147381	ENSBTAG00000070701
ENSG00000147381	ENSBTAG00000055100
ENSG00000147381	ENSBTAG00000051911
ENSG00000147381	ENSBTAG00000048623
ENSG00000147381	ENSBTAG00000071005
ENSG00000147381	ENSBTAG00000071084
ENSG00000147381	ENSBTAG00000061257
ENSG00000168461	ENSBTAG00000046533
ENSG00000088766	ENSBTAG00000000065
ENSG00000115423	ENSBTAG00000049566
ENSG00000112167	ENSBTAG00000001074
ENSG00000156453	ENSBTAG00000012518
ENSG00000189001	ENSBTAG00000015915
ENSG00000105679	ENSBTAG00000015917
ENSG00000184530	ENSBTAG00000017166
ENSG00000214338	ENSBTAG00000003921
ENSG00000111241	ENSBTAG00000006800
ENSG00000175197	ENSBTAG00000031544
ENSG00000198646	ENSBTAG00000007930
ENSG00000146216	ENSBTAG00000046107
ENSG00000105675	ENSBTAG00000008777
ENSG00000149972	ENSBTAG00000020466
ENSG00000167315	ENSBTAG00000002863
ENSG00000184731	ENSBTAG00000051168
ENSG00000181234	ENSBTAG00000046256
ENSG00000181704	ENSBTAG00000001977
ENSG00000256660	ENSBTAG00000004293
ENSG00000171094	ENSBTAG00000007379
ENSG00000170262	ENSBTAG00000023718
ENSG00000221345	ENSBTAG00000036587
ENSG00000242120	ENSBTAG00000078829
ENSG00000163684	ENSBTAG00000073676
ENSG00000163684	ENSBTAG00000019987
ENSG00000160255	ENSBTAG00000017060
ENSG00000187855	ENSBTAG00000046402
ENSG00000139364	ENSBTAG00000006626
ENSG00000100109	ENSBTAG00000012288
ENSG00000114757	ENSBTAG00000013219
ENSG00000198774	ENSBTAG00000026966
ENSG00000173275	ENSBTAG00000049495
ENSG00000213892	ENSBTAG00000037983
ENSG00000252200	ENSBTAG00000045283
ENSG00000253027	ENSBTAG00000045180
ENSG00000139132	ENSBTAG00000005453
ENSG00000267673	ENSBTAG00000010318
ENSG00000068323	ENSBTAG00000008523
ENSG00000166833	ENSBTAG00000018431
ENSG00000167468	ENSBTAG00000053003
ENSG00000121743	ENSBTAG00000020400
ENSG00000152818	ENSBTAG00000009665
ENSG00000132953	ENSBTAG00000003710
ENSG00000198910	ENSBTAG00000013462
ENSG00000088451	ENSBTAG00000005309
ENSG00000104804	ENSBTAG00000002368
ENSG00000173557	ENSBTAG00000031150
ENSG00000125538	ENSBTAG00000001321
ENSG00000104960	ENSBTAG00000030578
ENSG00000215421	ENSBTAG00000022887
ENSG00000187498	ENSBTAG00000012849
ENSG00000172985	ENSBTAG00000038011
ENSG00000151914	ENSBTAG00000021237
ENSG00000170417	ENSBTAG00000038462
ENSG00000141458	ENSBTAG00000015195
ENSG00000101182	ENSBTAG00000005127
ENSG00000100426	ENSBTAG00000049889
ENSG00000100104	ENSBTAG00000012277
ENSG00000173418	ENSBTAG00000001144
ENSG00000100276	ENSBTAG00000001187
ENSG00000205329	ENSBTAG00000060026
ENSG00000186442	ENSBTAG00000045662
ENSG00000183066	ENSBTAG00000013174
ENSG00000101412	ENSBTAG00000003971
ENSG00000144227	ENSBTAG00000018147
ENSG00000170477	ENSBTAG00000012034
ENSG00000185640	ENSBTAG00000012676
ENSG00000125877	ENSBTAG00000013776
ENSG00000255154	ENSBTAG00000068292
ENSG00000100281	ENSBTAG00000010533
ENSG00000226479	ENSBTAG00000026829
ENSG00000170423	ENSBTAG00000039967
ENSG00000213139	ENSBTAG00000003140
ENSG00000197706	ENSBTAG00000071097
ENSG00000197706	ENSBTAG00000078953
ENSG00000197706	ENSBTAG00000077699
ENSG00000246705	ENSBTAG00000030503
ENSG00000091181	ENSBTAG00000000273
ENSG00000175398	ENSBTAG00000031031
ENSG00000119715	ENSBTAG00000012285
ENSG00000187994	ENSBTAG00000001775
ENSG00000167548	ENSBTAG00000014429
ENSG00000262484	ENSBTAG00000046295
ENSG00000100347	ENSBTAG00000045957
ENSG00000105204	ENSBTAG00000012509
ENSG00000123901	ENSBTAG00000008923
ENSG00000168702	ENSBTAG00000024632
ENSG00000054654	ENSBTAG00000025450
ENSG00000205177	ENSBTAG00000027577
ENSG00000279000	ENSBTAG00000077073
ENSG00000172362	ENSBTAG00000078982
ENSG00000172362	ENSBTAG00000078578
ENSG00000176742	ENSBTAG00000076482
ENSG00000176742	ENSBTAG00000072597
ENSG00000280314	ENSBTAG00000074892
ENSG00000280314	ENSBTAG00000074578
ENSG00000280314	ENSBTAG00000050947
ENSG00000280314	ENSBTAG00000070722
ENSG00000280314	ENSBTAG00000074206
ENSG00000141452	ENSBTAG00000015190
ENSG00000188486	ENSBTAG00000067452
ENSG00000220201	ENSBTAG00000038976
ENSG00000101474	ENSBTAG00000004278
ENSG00000134817	ENSBTAG00000027516
ENSG00000149305	ENSBTAG00000031330
ENSG00000162989	ENSBTAG00000006159
ENSG00000090372	ENSBTAG00000005830
ENSG00000185201	ENSBTAG00000048470
ENSG00000185201	ENSBTAG00000019015
ENSG00000185201	ENSBTAG00000073656
ENSG00000185201	ENSBTAG00000019017
ENSG00000185201	ENSBTAG00000019018
ENSG00000120694	ENSBTAG00000005012
ENSG00000188419	ENSBTAG00000009598
ENSG00000101180	ENSBTAG00000031625
ENSG00000200366	ENSBTAG00000043433
ENSG00000178694	ENSBTAG00000015728
ENSG00000159086	ENSBTAG00000003064
ENSG00000174456	ENSBTAG00000032047
ENSG00000182334	ENSBTAG00000070546
ENSG00000101191	ENSBTAG00000006002
ENSG00000125084	ENSBTAG00000015364
ENSG00000169379	ENSBTAG00000005155
ENSG00000170439	ENSBTAG00000012896
ENSG00000136535	ENSBTAG00000021692
ENSG00000089250	ENSBTAG00000002023
ENSG00000102309	ENSBTAG00000047376
ENSG00000110777	ENSBTAG00000006282
ENSG00000207811	ENSBTAG00000029856
ENSG00000207562	ENSBTAG00000029991
ENSG00000137707	ENSBTAG00000034346
ENSG00000269226	ENSBTAG00000052155
ENSG00000269226	ENSBTAG00000076987
ENSG00000177576	ENSBTAG00000021334
ENSG00000177576	ENSBTAG00000078318
ENSG00000151117	ENSBTAG00000048059
ENSG00000086758	ENSBTAG00000006122
ENSG00000141644	ENSBTAG00000003801
ENSG00000188039	ENSBTAG00000009328
ENSG00000155957	ENSBTAG00000026993
ENSG00000183695	ENSBTAG00000002245
ENSG00000101473	ENSBTAG00000020371
ENSG00000170255	ENSBTAG00000002245
ENSG00000183560	ENSBTAG00000050890
ENSG00000166337	ENSBTAG00000000694
ENSG00000176009	ENSBTAG00000032339
ENSG00000280021	ENSBTAG00000076681
ENSG00000280021	ENSBTAG00000071917
ENSG00000150750	ENSBTAG00000044177
ENSG00000214290	ENSBTAG00000052702
ENSG00000154727	ENSBTAG00000019043
ENSG00000180432	ENSBTAG00000056462
ENSG00000173456	ENSBTAG00000069592
ENSG00000173389	ENSBTAG00000000805
ENSG00000223953	ENSBTAG00000027766
ENSG00000184345	ENSBTAG00000032279
ENSG00000205330	ENSBTAG00000077549
ENSG00000205330	ENSBTAG00000075296
ENSG00000205330	ENSBTAG00000024691
ENSG00000205330	ENSBTAG00000076827
ENSG00000205330	ENSBTAG00000072152
ENSG00000235718	ENSBTAG00000009748
ENSG00000088325	ENSBTAG00000018775
ENSG00000215009	ENSBTAG00000046098
ENSG00000214681	ENSBTAG00000040574
ENSG00000197808	ENSBTAG00000057237
ENSG00000185313	ENSBTAG00000046911
ENSG00000076555	ENSBTAG00000078145
ENSG00000181786	ENSBTAG00000011255
ENSG00000197483	ENSBTAG00000038034
ENSG00000075388	ENSBTAG00000012563
ENSG00000201535	ENSBTAG00000042817
ENSG00000160683	ENSBTAG00000046320
ENSG00000163083	ENSBTAG00000049058
ENSG00000110375	ENSBTAG00000012750
ENSG00000144331	ENSBTAG00000003120
ENSG00000144597	ENSBTAG00000019202
ENSG00000239726	ENSBTAG00000057517
ENSG00000176302	ENSBTAG00000014606
ENSG00000263740	ENSBTAG00000046622
ENSG00000213689	ENSBTAG00000008406
ENSG00000145040	ENSBTAG00000019078
ENSG00000183396	ENSBTAG00000021390
ENSG00000188042	ENSBTAG00000056917
ENSG00000183762	ENSBTAG00000009773
ENSG00000008300	ENSBTAG00000021846
ENSG00000138400	ENSBTAG00000016192
ENSG00000142453	ENSBTAG00000012048
ENSG00000174032	ENSBTAG00000016529
ENSG00000184792	ENSBTAG00000019146
ENSG00000114270	ENSBTAG00000019081
ENSG00000255274	ENSBTAG00000068487
ENSG00000162194	ENSBTAG00000010465
ENSG00000242441	ENSBTAG00000023999
ENSG00000182310	ENSBTAG00000048204
ENSG00000184271	ENSBTAG00000016362
ENSG00000130173	ENSBTAG00000009570
ENSG00000130312	ENSBTAG00000014579
ENSG00000197837	ENSBTAG00000030504
ENSG00000074855	ENSBTAG00000017074
ENSG00000007372	ENSBTAG00000004561
ENSG00000152749	ENSBTAG00000005310
ENSG00000163012	ENSBTAG00000007580
ENSG00000132950	ENSBTAG00000007167
ENSG00000269720	ENSBTAG00000053424
ENSG00000125207	ENSBTAG00000006468
ENSG00000138434	ENSBTAG00000000937
ENSG00000099338	ENSBTAG00000000621
ENSG00000136111	ENSBTAG00000005760
ENSG00000163964	ENSBTAG00000048195
ENSG00000112280	ENSBTAG00000035054
ENSG00000188735	ENSBTAG00000009602
ENSG00000197763	ENSBTAG00000011795
ENSG00000159131	ENSBTAG00000009188
ENSG00000125740	ENSBTAG00000008182
ENSG00000165487	ENSBTAG00000015943
ENSG00000139725	ENSBTAG00000032534
ENSG00000151320	ENSBTAG00000017719
ENSG00000130055	ENSBTAG00000012863
ENSG00000239732	ENSBTAG00000018198
ENSG00000180044	ENSBTAG00000047247
ENSG00000100196	ENSBTAG00000009886
ENSG00000232382	ENSBTAG00000027782
ENSG00000198398	ENSBTAG00000013456
ENSG00000118997	ENSBTAG00000016784
ENSG00000231213	ENSBTAG00000005522
ENSG00000100425	ENSBTAG00000046760
ENSG00000130032	ENSBTAG00000009775
ENSG00000144852	ENSBTAG00000019557
ENSG00000173674	ENSBTAG00000017633
ENSG00000207789	ENSBTAG00000029869
ENSG00000170948	ENSBTAG00000006753
ENSG00000181143	ENSBTAG00000072534
ENSG00000100603	ENSBTAG00000008136
ENSG00000150403	ENSBTAG00000015704
ENSG00000114854	ENSBTAG00000045757
ENSG00000256162	ENSBTAG00000059877
ENSG00000165175	ENSBTAG00000011463
ENSG00000204469	ENSBTAG00000019682
ENSG00000175497	ENSBTAG00000005235
ENSG00000114841	ENSBTAG00000047794
ENSG00000135407	ENSBTAG00000016913
ENSG00000146938	ENSBTAG00000027841
ENSG00000244482	ENSBTAG00000065727
ENSG00000244482	ENSBTAG00000050566
ENSG00000244482	ENSBTAG00000004043
ENSG00000244482	ENSBTAG00000053681
ENSG00000244482	ENSBTAG00000058633
ENSG00000244482	ENSBTAG00000066497
ENSG00000244482	ENSBTAG00000053351
ENSG00000244482	ENSBTAG00000064530
ENSG00000244482	ENSBTAG00000072082
ENSG00000244482	ENSBTAG00000055058
ENSG00000244482	ENSBTAG00000062168
ENSG00000100324	ENSBTAG00000019828
ENSG00000185100	ENSBTAG00000017616
ENSG00000152822	ENSBTAG00000044181
ENSG00000114646	ENSBTAG00000002309
ENSG00000147164	ENSBTAG00000007871
ENSG00000167633	ENSBTAG00000049820
ENSG00000167633	ENSBTAG00000045795
ENSG00000167633	ENSBTAG00000068837
ENSG00000167633	ENSBTAG00000047270
ENSG00000167633	ENSBTAG00000059390
ENSG00000167633	ENSBTAG00000039215
ENSG00000167633	ENSBTAG00000075021
ENSG00000174453	ENSBTAG00000065988
ENSG00000110848	ENSBTAG00000002135
ENSG00000187860	ENSBTAG00000003393
ENSG00000213401	ENSBTAG00000059973
ENSG00000213401	ENSBTAG00000018323
ENSG00000213401	ENSBTAG00000067916
ENSG00000213401	ENSBTAG00000019009
ENSG00000213401	ENSBTAG00000005749
ENSG00000213401	ENSBTAG00000048281
ENSG00000213401	ENSBTAG00000072487
ENSG00000213401	ENSBTAG00000075507
ENSG00000213401	ENSBTAG00000070701
ENSG00000213401	ENSBTAG00000055100
ENSG00000213401	ENSBTAG00000051911
ENSG00000213401	ENSBTAG00000048623
ENSG00000213401	ENSBTAG00000071005
ENSG00000213401	ENSBTAG00000071084
ENSG00000213401	ENSBTAG00000061257
ENSG00000198732	ENSBTAG00000030599
ENSG00000164047	ENSBTAG00000069338
ENSG00000164047	ENSBTAG00000069042
ENSG00000164047	ENSBTAG00000024852
ENSG00000164047	ENSBTAG00000013356
ENSG00000164047	ENSBTAG00000003022
ENSG00000164047	ENSBTAG00000039879
ENSG00000164047	ENSBTAG00000068256
ENSG00000164047	ENSBTAG00000020076
ENSG00000164047	ENSBTAG00000066471
ENSG00000102053	ENSBTAG00000002206
ENSG00000125266	ENSBTAG00000016991
ENSG00000150045	ENSBTAG00000037534
ENSG00000100364	ENSBTAG00000006776
ENSG00000175063	ENSBTAG00000016746
ENSG00000120690	ENSBTAG00000007356
ENSG00000147123	ENSBTAG00000068665
ENSG00000144452	ENSBTAG00000003472
ENSG00000170777	ENSBTAG00000011160
ENSG00000171777	ENSBTAG00000006998
ENSG00000256797	ENSBTAG00000046980
ENSG00000188393	ENSBTAG00000046742
ENSG00000112309	ENSBTAG00000062225
ENSG00000114554	ENSBTAG00000009159
ENSG00000172322	ENSBTAG00000012815
ENSG00000112715	ENSBTAG00000005339
ENSG00000100029	ENSBTAG00000007728
ENSG00000232535	ENSBTAG00000072094
ENSG00000232535	ENSBTAG00000051566
ENSG00000232535	ENSBTAG00000075342
ENSG00000232535	ENSBTAG00000075206
ENSG00000232535	ENSBTAG00000054488
ENSG00000232535	ENSBTAG00000078672
ENSG00000232535	ENSBTAG00000077525
ENSG00000231192	ENSBTAG00000072094
ENSG00000231192	ENSBTAG00000051566
ENSG00000231192	ENSBTAG00000075342
ENSG00000231192	ENSBTAG00000075206
ENSG00000231192	ENSBTAG00000054488
ENSG00000231192	ENSBTAG00000078672
ENSG00000231192	ENSBTAG00000077525
ENSG00000236032	ENSBTAG00000072094
ENSG00000236032	ENSBTAG00000051566
ENSG00000236032	ENSBTAG00000075342
ENSG00000236032	ENSBTAG00000075206
ENSG00000236032	ENSBTAG00000054488
ENSG00000236032	ENSBTAG00000078672
ENSG00000236032	ENSBTAG00000077525
ENSG00000180182	ENSBTAG00000011790
ENSG00000230301	ENSBTAG00000072094
ENSG00000230301	ENSBTAG00000051566
ENSG00000230301	ENSBTAG00000075342
ENSG00000230301	ENSBTAG00000075206
ENSG00000230301	ENSBTAG00000054488
ENSG00000230301	ENSBTAG00000078672
ENSG00000230301	ENSBTAG00000077525
ENSG00000283473	ENSBTAG00000062614
ENSG00000163825	ENSBTAG00000018767
ENSG00000283256	ENSBTAG00000043766
ENSG00000252390	ENSBTAG00000045319
ENSG00000088448	ENSBTAG00000004041
ENSG00000160145	ENSBTAG00000002640
ENSG00000111291	ENSBTAG00000014288
ENSG00000010219	ENSBTAG00000007556
ENSG00000135916	ENSBTAG00000017855
ENSG00000185347	ENSBTAG00000049082
ENSG00000139505	ENSBTAG00000003116
ENSG00000151079	ENSBTAG00000047191
ENSG00000111262	ENSBTAG00000075670
ENSG00000272028	ENSBTAG00000047895
ENSG00000186452	ENSBTAG00000050872
ENSG00000182329	ENSBTAG00000034192
ENSG00000214511	ENSBTAG00000047358
ENSG00000064835	ENSBTAG00000009128
ENSG00000111732	ENSBTAG00000018849
ENSG00000175198	ENSBTAG00000010672
ENSG00000188559	ENSBTAG00000014178
ENSG00000275074	ENSBTAG00000003483
ENSG00000221823	ENSBTAG00000010619
ENSG00000208037	ENSBTAG00000029761
ENSG00000208037	ENSBTAG00000029760
ENSG00000184898	ENSBTAG00000016217
ENSG00000053524	ENSBTAG00000010394
ENSG00000153820	ENSBTAG00000021328
ENSG00000150676	ENSBTAG00000011132
ENSG00000100307	ENSBTAG00000007228
ENSG00000196218	ENSBTAG00000006999
ENSG00000033327	ENSBTAG00000002922
ENSG00000126821	ENSBTAG00000004430
