hsa	gge	isohsa	isogge	exoniden
ENSG00000128271	ENSGALG00010026448	ENST00000611543	ENSGALT00010064309	hsa0000274521-gge0000161012|0.78;hsa0000274523-gge0000161013|0.66
ENSG00000128271	ENSGALG00010026448	ENST00000444262	ENSGALT00010064309	hsa0000274521-gge0000161012|0.78;hsa0000274522-gge0000161013|0.61
ENSG00000128271	ENSGALG00010026448	ENST00000337539	ENSGALT00010064309	hsa0000274521-gge0000161012|0.78;hsa0000274523-gge0000161013|0.66
ENSG00000128271	ENSGALG00010026448	ENST00000610595	ENSGALT00010064309	hsa0000274521-gge0000161012|0.78;hsa0000274523-gge0000161013|0.66
ENSG00000128271	ENSGALG00010026448	ENST00000618076	ENSGALT00010064309	hsa0000274521-gge0000161012|0.78;hsa0000274523-gge0000161013|0.66
ENSG00000100024	ENSGALG00010026443	ENST00000326010	ENSGALT00010064299	hsa0000274524-gge0000161002|0.66;hsa0000274525-gge0000161003|0.71;hsa0000274527-gge0000161004|0.78;hsa0000274529-gge0000161005|0.84;hsa0000274530-gge0000161006|0.76;hsa0000274531-gge0000161007|0.8;hsa0000274532-gge0000161008|0.77;hsa0000274533-gge0000161009|0.7;hsa0000274534-gge0000161010|0.72;hsa0000274535-gge0000161011|0.65
ENSG00000100028	ENSGALG00010026388	ENST00000215829	ENSGALT00010064206	hsa0000274536-gge0000160992|0.86;hsa0000274537-gge0000160993|0.85;hsa0000274538-gge0000160994|0.89
ENSG00000101193	ENSGALG00010024129	ENST00000266069	ENSGALT00010058840	hsa0000249232-gge0000155537|0.92;hsa0000249233-gge0000155538|0.83;hsa0000249234-gge0000155539|0.78;hsa0000249235-gge0000155540|0.88
ENSG00000004961	ENSGALG00010020975	ENST00000321143	ENSGALT00010050699	hsa0000114817-gge0000116902|0.67;hsa0000114818-gge0000116903|0.61;hsa0000114819-gge0000116904|0.81;hsa0000114820-gge0000116905|0.82;hsa0000114821-gge0000116906|0.82;hsa0000114822-gge0000116908|0.78
ENSG00000004961	ENSGALG00010020975	ENST00000380763	ENSGALT00010050699	hsa0000114817-gge0000116902|0.67;hsa0000114818-gge0000116903|0.61;hsa0000114819-gge0000116904|0.81;hsa0000114820-gge0000116905|0.82;hsa0000114821-gge0000116906|0.82;hsa0000114822-gge0000116908|0.78
ENSG00000004961	ENSGALG00010020975	ENST00000380762	ENSGALT00010050699	hsa0000114817-gge0000116902|0.67;hsa0000114818-gge0000116903|0.61;hsa0000114819-gge0000116904|0.81;hsa0000114820-gge0000116905|0.82;hsa0000114821-gge0000116906|0.82;hsa0000114822-gge0000116908|0.78
ENSG00000124225	ENSGALG00010014942	ENST00000341744	ENSGALT00010035935	hsa0000249237-gge0000152881|0.79;hsa0000249240-gge0000152884|0.87;hsa0000249242-gge0000152885|0.76;hsa0000249245-gge0000152886|0.81
ENSG00000146938	ENSGALG00010001477	ENST00000381095	ENSGALT00010003420	hsa0000114825-gge0000000989|0.81;hsa0000114827-gge0000000991|0.81;hsa0000114828-gge0000000992|0.77;hsa0000114829-gge0000000993|0.81;hsa0000114830-gge0000000994|0.83
ENSG00000146938	ENSGALG00010001477	ENST00000275857	ENSGALT00010003420	hsa0000114825-gge0000000989|0.81;hsa0000114827-gge0000000991|0.81;hsa0000114828-gge0000000992|0.77;hsa0000114829-gge0000000993|0.81;hsa0000114830-gge0000000994|0.83
ENSG00000146938	ENSGALG00010001477	ENST00000538097	ENSGALT00010003419	hsa0000114825-gge0000000989|0.81;hsa0000114826-gge0000000990|0.93;hsa0000114827-gge0000000991|0.81;hsa0000114828-gge0000000992|0.77;hsa0000114829-gge0000000993|0.81;hsa0000114830-gge0000000994|0.83
ENSG00000146938	ENSGALG00010001477	ENST00000381092	ENSGALT00010003420	hsa0000114825-gge0000000989|0.81;hsa0000114827-gge0000000991|0.81;hsa0000114828-gge0000000992|0.77;hsa0000114829-gge0000000993|0.81;hsa0000114830-gge0000000994|0.83
ENSG00000146938	ENSGALG00010001477	ENST00000381093	ENSGALT00010003420	hsa0000114825-gge0000000989|0.81;hsa0000114827-gge0000000991|0.81;hsa0000114828-gge0000000992|0.77;hsa0000114829-gge0000000993|0.81;hsa0000114830-gge0000000994|0.83
ENSG00000169508	ENSGALG00010005742	ENST00000376414	ENSGALT00010013684	hsa0000189641-gge0000008609|0.69
ENSG00000169508	ENSGALG00010005742	ENST00000376414	ENSGALT00010013694	hsa0000189641-gge0000008609|0.69
ENSG00000169508	ENSGALG00010005742	ENST00000376414	ENSGALT00010013698	hsa0000189641-gge0000008609|0.69
ENSG00000169508	ENSGALG00010005742	ENST00000376414	ENSGALT00010013702	hsa0000189641-gge0000008609|0.69
ENSG00000169508	ENSGALG00010005742	ENST00000376414	ENSGALT00010013706	hsa0000189641-gge0000008609|0.69
ENSG00000169508	ENSGALG00010005742	ENST00000376414	ENSGALT00010013708	hsa0000189641-gge0000008609|0.69
ENSG00000169508	ENSGALG00010005742	ENST00000376414	ENSGALT00010013712	hsa0000189641-gge0000008609|0.69
ENSG00000169508	ENSGALG00010005742	ENST00000376414	ENSGALT00010013717	hsa0000189641-gge0000008609|0.69
ENSG00000169508	ENSGALG00010005742	ENST00000376414	ENSGALT00010013719	hsa0000189641-gge0000008609|0.69
ENSG00000139826	ENSGALG00010014965	ENST00000375898	ENSGALT00010035991	hsa0000189642-gge0000023790|0.86
ENSG00000139826	ENSGALG00010014965	ENST00000375898	ENSGALT00010035996	hsa0000189642-gge0000023790|0.86
ENSG00000139826	ENSGALG00010014965	ENST00000375898	ENSGALT00010036000	hsa0000189642-gge0000023790|0.86
ENSG00000139826	ENSGALG00010014965	ENST00000375898	ENSGALT00010036002	hsa0000189642-gge0000023790|0.86
ENSG00000083544	ENSGALG00010002381	ENST00000377881	ENSGALT00010005454	hsa0000189659-gge0000003255|0.73;hsa0000189660-gge0000003257|0.78;hsa0000189661-gge0000003259|0.92;hsa0000189662-gge0000003261|0.85;hsa0000189664-gge0000003262|0.79;hsa0000189665-gge0000003263|0.86;hsa0000189668-gge0000003264|0.78;hsa0000189670-gge0000003265|0.82;hsa0000189671-gge0000003266|0.78;hsa0000189672-gge0000003267|0.82;hsa0000189673-gge0000003268|0.71;hsa0000189674-gge0000003269|0.84;hsa0000189675-gge0000003271|0.77
ENSG00000083544	ENSGALG00010002381	ENST00000377881	ENSGALT00010005456	hsa0000189659-gge0000003255|0.73;hsa0000189660-gge0000003257|0.78;hsa0000189661-gge0000003259|0.92;hsa0000189662-gge0000003261|0.85;hsa0000189664-gge0000003262|0.79;hsa0000189665-gge0000003263|0.86;hsa0000189668-gge0000003264|0.78;hsa0000189670-gge0000003265|0.82;hsa0000189671-gge0000003266|0.78;hsa0000189672-gge0000003267|0.82;hsa0000189673-gge0000003268|0.71;hsa0000189674-gge0000003269|0.84;hsa0000189675-gge0000003270|0.76
ENSG00000166342	ENSGALG00010001254	ENST00000583169	ENSGALT00010002903	hsa0000244840-gge0000028291|0.89;hsa0000244843-gge0000028293|0.93;hsa0000244844-gge0000028294|0.84;hsa0000244846-gge0000028295|0.87;hsa0000244848-gge0000028296|0.9;hsa0000244849-gge0000028297|0.79;hsa0000244850-gge0000028298|0.86;hsa0000244851-gge0000028299|0.92;hsa0000244852-gge0000028300|0.87;hsa0000244853-gge0000028301|0.95
ENSG00000166342	ENSGALG00010001254	ENST00000327305	ENSGALT00010002903	hsa0000244840-gge0000028291|0.89;hsa0000244843-gge0000028293|0.93;hsa0000244844-gge0000028294|0.84;hsa0000244846-gge0000028295|0.87;hsa0000244848-gge0000028296|0.9;hsa0000244849-gge0000028297|0.79;hsa0000244850-gge0000028298|0.86;hsa0000244851-gge0000028299|0.92;hsa0000244852-gge0000028300|0.87;hsa0000244853-gge0000028301|0.95
ENSG00000203883	ENSGALG00010022524	ENST00000340356	ENSGALT00010054820	hsa0000249255-gge0000154429|0.7;hsa0000249256-gge0000154430|0.64
ENSG00000154930	ENSGALG00010018899	ENST00000323482	ENSGALT00010045687	hsa0000249257-gge0000060023|0.6;hsa0000249258-gge0000060024|0.79;hsa0000249261-gge0000060025|0.78;hsa0000249262-gge0000060026|0.72;hsa0000249263-gge0000060027|0.8;hsa0000249264-gge0000060028|0.78;hsa0000249265-gge0000060029|0.73;hsa0000249266-gge0000060030|0.75;hsa0000249267-gge0000060031|0.76;hsa0000249268-gge0000060032|0.72;hsa0000249270-gge0000060033|0.8;hsa0000249271-gge0000060034|0.78;hsa0000249272-gge0000060035|0.69;hsa0000249273-gge0000060036|0.69
ENSG00000126010	ENSGALG00010001488	ENST00000380289	ENSGALT00010003441	hsa0000114850-gge0000001023|0.77;hsa0000114851-gge0000001024|0.76;hsa0000114852-gge0000001025|0.8
ENSG00000133313	ENSGALG00010001233	ENST00000324262	ENSGALT00010002856	hsa0000244856-gge0000028274|0.7;hsa0000244861-gge0000028275|0.74;hsa0000244866-gge0000028276|0.8;hsa0000244872-gge0000028277|0.74;hsa0000244875-gge0000028278|0.75;hsa0000244878-gge0000028279|0.79;hsa0000244880-gge0000028280|0.68;hsa0000244881-gge0000028281|0.79;hsa0000244882-gge0000028282|0.74;hsa0000244883-gge0000028283|0.79;hsa0000244884-gge0000028284|0.77
ENSG00000133313	ENSGALG00010001233	ENST00000579847	ENSGALT00010002856	hsa0000244856-gge0000028274|0.7;hsa0000244861-gge0000028275|0.74;hsa0000244866-gge0000028276|0.8;hsa0000244872-gge0000028277|0.74;hsa0000244875-gge0000028278|0.75;hsa0000244878-gge0000028279|0.79;hsa0000244880-gge0000028280|0.68;hsa0000244881-gge0000028281|0.79;hsa0000244882-gge0000028282|0.74;hsa0000244883-gge0000028283|0.79;hsa0000244884-gge0000028284|0.77
ENSG00000147027	ENSGALG00010002335	ENST00000275954	ENSGALT00010005282	hsa0000114868-gge0000003052|0.87;hsa0000114869-gge0000003053|0.81;hsa0000114870-gge0000003054|0.91
ENSG00000091482	ENSGALG00010001885	ENST00000379494	ENSGALT00010004300	hsa0000114872-gge0000002088|0.69;hsa0000114873-gge0000002089|0.75;hsa0000114874-gge0000002090|0.75
ENSG00000091482	ENSGALG00010001885	ENST00000494525	ENSGALT00010004300	hsa0000114872-gge0000002088|0.69;hsa0000114873-gge0000002089|0.75;hsa0000114874-gge0000002090|0.75
ENSG00000091482	ENSGALG00010001885	ENST00000646008	ENSGALT00010004300	hsa0000114872-gge0000002088|0.69;hsa0000114873-gge0000002089|0.75;hsa0000114874-gge0000002090|0.75
ENSG00000158470	ENSGALG00010013192	ENST00000371711	ENSGALT00010031671	hsa0000249284-gge0000152330|0.75;hsa0000249285-gge0000152332|0.89;hsa0000249286-gge0000152333|0.86;hsa0000249287-gge0000152334|0.77;hsa0000249288-gge0000152335|0.83;hsa0000249289-gge0000152336|0.82;hsa0000249290-gge0000152337|0.76;hsa0000249291-gge0000152338|0.83;hsa0000249292-gge0000152339|0.84
ENSG00000100030	ENSGALG00010024358	ENST00000215832	ENSGALT00010059417	hsa0000274587-gge0000159344|0.78;hsa0000274588-gge0000159346|0.86;hsa0000274589-gge0000159347|0.85;hsa0000274590-gge0000159348|0.91;hsa0000274591-gge0000159349|0.83;hsa0000274592-gge0000159350|0.9;hsa0000274593-gge0000159351|0.79;hsa0000274594-gge0000159352|0.88
ENSG00000100030	ENSGALG00010024358	ENST00000398822	ENSGALT00010059417	hsa0000274587-gge0000159344|0.78;hsa0000274588-gge0000159346|0.86;hsa0000274589-gge0000159347|0.85;hsa0000274590-gge0000159348|0.91;hsa0000274591-gge0000159349|0.83;hsa0000274592-gge0000159350|0.9;hsa0000274593-gge0000159351|0.79;hsa0000274594-gge0000159352|0.88
ENSG00000125533	ENSGALG00010024982	ENST00000612929	ENSGALT00010061003	hsa0000249299-gge0000156200|0.69
ENSG00000125533	ENSGALG00010024982	ENST00000370346	ENSGALT00010061003	hsa0000249300-gge0000156200|0.74
ENSG00000136161	ENSGALG00010003929	ENST00000344532	ENSGALT00010009098	hsa0000189701-gge0000005869|0.81;hsa0000189702-gge0000005871|0.77;hsa0000189704-gge0000005872|0.76;hsa0000189705-gge0000005873|0.83;hsa0000189706-gge0000005874|0.8;hsa0000189707-gge0000005875|0.84;hsa0000189709-gge0000005876|0.85;hsa0000189710-gge0000005877|0.82;hsa0000189711-gge0000005878|0.85;hsa0000189712-gge0000005879|0.81;hsa0000189713-gge0000005880|0.82;hsa0000189714-gge0000005881|0.85
ENSG00000101079	ENSGALG00010021795	ENST00000373803	ENSGALT00010053047	hsa0000249320-gge0000154057|0.88;hsa0000249321-gge0000154058|0.75;hsa0000249324-gge0000154060|0.81;hsa0000249325-gge0000154062|0.86;hsa0000249326-gge0000154063|0.84;hsa0000249327-gge0000154064|0.8;hsa0000249328-gge0000154065|0.85;hsa0000249329-gge0000154066|0.75;hsa0000249330-gge0000154067|0.74;hsa0000249331-gge0000154068|0.71;hsa0000249332-gge0000154069|0.77;hsa0000249333-gge0000154070|0.71;hsa0000249334-gge0000154071|0.89;hsa0000249335-gge0000154072|0.9;hsa0000249336-gge0000154073|0.9;hsa0000249337-gge0000154074|0.63
ENSG00000178235	ENSGALG00010005949	ENST00000377084	ENSGALT00010014243	hsa0000189715-gge0000009038|0.81
ENSG00000178235	ENSGALG00010005949	ENST00000377084	ENSGALT00010014248	hsa0000189715-gge0000009038|0.81
ENSG00000178235	ENSGALG00010005949	ENST00000674365	ENSGALT00010014243	hsa0000189715-gge0000009038|0.81
ENSG00000178235	ENSGALG00010005949	ENST00000674365	ENSGALT00010014248	hsa0000189715-gge0000009038|0.81
ENSG00000125247	ENSGALG00010005236	ENST00000376234	ENSGALT00010012388	hsa0000189750-gge0000006985|0.67;hsa0000189753-gge0000006986|0.81;hsa0000189754-gge0000006987|0.68;hsa0000189755-gge0000006988|0.85;hsa0000189756-gge0000006989|0.73;hsa0000189757-gge0000006990|0.72;hsa0000189758-gge0000006991|0.71;hsa0000189759-gge0000006992|0.9;hsa0000189760-gge0000006993|0.74;hsa0000189761-gge0000006994|0.71;hsa0000189762-gge0000006995|0.84;hsa0000189763-gge0000006996|0.8;hsa0000189764-gge0000006997|0.82;hsa0000189765-gge0000006998|0.81;hsa0000189766-gge0000006999|0.82;hsa0000189767-gge0000007001|0.93;hsa0000189768-gge0000007002|0.77
ENSG00000125247	ENSGALG00010005236	ENST00000328767	ENSGALT00010012389	hsa0000189750-gge0000006985|0.67;hsa0000189755-gge0000006988|0.85;hsa0000189756-gge0000006989|0.73;hsa0000189757-gge0000006990|0.72;hsa0000189758-gge0000006991|0.71;hsa0000189759-gge0000006992|0.9;hsa0000189760-gge0000006993|0.74;hsa0000189761-gge0000006994|0.71;hsa0000189762-gge0000006995|0.84;hsa0000189763-gge0000006996|0.8;hsa0000189764-gge0000006997|0.82;hsa0000189765-gge0000006998|0.81;hsa0000189766-gge0000006999|0.82;hsa0000189767-gge0000007001|0.93;hsa0000189768-gge0000007002|0.77
ENSG00000206052	ENSGALG00010001168	ENST00000382713	ENSGALT00010002681	hsa0000244906-gge0000028040|0.94;hsa0000244907-gge0000028041|0.9;hsa0000244908-gge0000028042|0.87;hsa0000244909-gge0000028043|0.78;hsa0000244910-gge0000028044|0.88;hsa0000244911-gge0000028045|0.85;hsa0000244913-gge0000028046|0.86;hsa0000244914-gge0000028053|0.75
ENSG00000184402	ENSGALG00010022825	ENST00000331758	ENSGALT00010055523	hsa0000249346-gge0000154661|0.86;hsa0000249347-gge0000154663|0.74;hsa0000249349-gge0000154664|0.8;hsa0000249350-gge0000154665|0.75;hsa0000249352-gge0000154666|0.68;hsa0000249353-gge0000154667|0.81;hsa0000249354-gge0000154668|0.71;hsa0000249355-gge0000154669|0.81;hsa0000249356-gge0000154670|0.79;hsa0000249357-gge0000154671|0.75;hsa0000249358-gge0000154672|0.89
ENSG00000101096	ENSGALG00010014143	ENST00000371564	ENSGALT00010033960	hsa0000249360-gge0000152704|0.71;hsa0000249361-gge0000152705|0.68;hsa0000249363-gge0000152707|0.8;hsa0000249364-gge0000152708|0.81;hsa0000249365-gge0000152709|0.82;hsa0000249366-gge0000152710|0.79;hsa0000249367-gge0000152711|0.82;hsa0000249368-gge0000152712|0.83;hsa0000249369-gge0000152713|0.73;hsa0000249370-gge0000152715|0.93
ENSG00000101096	ENSGALG00010014143	ENST00000396009	ENSGALT00010033966	hsa0000249360-gge0000152704|0.71;hsa0000249361-gge0000152705|0.68;hsa0000249363-gge0000152707|0.8;hsa0000249364-gge0000152708|0.81;hsa0000249365-gge0000152709|0.82;hsa0000249366-gge0000152710|0.79;hsa0000249367-gge0000152711|0.82;hsa0000249368-gge0000152712|0.83;hsa0000249369-gge0000152713|0.73;hsa0000249371-gge0000152716|0.89
ENSG00000101096	ENSGALG00010014143	ENST00000609943	ENSGALT00010033971	hsa0000249359-gge0000152703|0.73;hsa0000249361-gge0000152705|0.68;hsa0000249363-gge0000152707|0.8;hsa0000249364-gge0000152708|0.81;hsa0000249365-gge0000152709|0.82;hsa0000249366-gge0000152710|0.79;hsa0000249367-gge0000152711|0.82;hsa0000249368-gge0000152712|0.83;hsa0000249369-gge0000152713|0.73;hsa0000249371-gge0000152716|0.89
ENSG00000078043	ENSGALG00010009774	ENST00000585916	ENSGALT00010023416	hsa0000244934-gge0000079407|0.88;hsa0000244943-gge0000079409|0.8;hsa0000244944-gge0000079410|0.86;hsa0000244946-gge0000079411|0.86;hsa0000244947-gge0000079412|0.82;hsa0000244948-gge0000079413|0.86;hsa0000244949-gge0000079414|0.87;hsa0000244951-gge0000079415|0.82;hsa0000244952-gge0000079416|0.84;hsa0000244953-gge0000079417|0.82;hsa0000244954-gge0000079418|0.82;hsa0000244956-gge0000079419|0.83;hsa0000244958-gge0000079420|0.82;hsa0000244959-gge0000079421|0.77
ENSG00000139832	ENSGALG00010014355	ENST00000267328	ENSGALT00010034560	hsa0000189797-gge0000023126|0.88;hsa0000189798-gge0000023127|0.74
ENSG00000185736	ENSGALG00010004275	ENST00000381312	ENSGALT00010009998	hsa0000160976-gge0000032200|0.81;hsa0000160977-gge0000032201|0.76;hsa0000160978-gge0000032202|0.68;hsa0000160979-gge0000032203|0.77;hsa0000160980-gge0000032204|0.71;hsa0000160981-gge0000032205|0.82;hsa0000160982-gge0000032206|0.82;hsa0000160984-gge0000032207|0.7;hsa0000160986-gge0000032208|0.75;hsa0000160987-gge0000032209|0.81
ENSG00000067082	ENSGALG00010005493	ENST00000497571	ENSGALT00010013133	hsa0000160988-gge0000034430|0.88;hsa0000160989-gge0000034434|0.74;hsa0000160991-gge0000034435|0.9;hsa0000160993-gge0000034436|0.96
ENSG00000134049	ENSGALG00010011367	ENST00000256433	ENSGALT00010027185	hsa0000244978-gge0000080801|0.77;hsa0000244979-gge0000080802|0.81;hsa0000244981-gge0000080804|0.7
ENSG00000215474	ENSGALG00010011268	ENST00000425639	ENSGALT00010026894	hsa0000244983-gge0000080683|0.63;hsa0000244984-gge0000080685|0.64;hsa0000244985-gge0000080686|0.79;hsa0000244987-gge0000080687|0.89;hsa0000244988-gge0000080688|0.86;hsa0000244989-gge0000080689|0.85;hsa0000244990-gge0000080690|0.9
ENSG00000215474	ENSGALG00010011268	ENST00000620245	ENSGALT00010026894	hsa0000244983-gge0000080683|0.63;hsa0000244984-gge0000080685|0.64;hsa0000244985-gge0000080686|0.79;hsa0000244987-gge0000080687|0.89;hsa0000244988-gge0000080688|0.86;hsa0000244989-gge0000080689|0.85;hsa0000244990-gge0000080690|0.9
ENSG00000179388	ENSGALG00010019322	ENST00000317216	ENSGALT00010046725	hsa0000123944-gge0000194697|0.77;hsa0000123948-gge0000194699|0.65
ENSG00000177426	ENSGALG00010001288	ENST00000401449	ENSGALT00010002984	hsa0000244995-gge0000028349|0.85;hsa0000245004-gge0000028350|0.75
ENSG00000177426	ENSGALG00010001288	ENST00000548489	ENSGALT00010002984	hsa0000244995-gge0000028349|0.85;hsa0000245004-gge0000028350|0.75
ENSG00000177426	ENSGALG00010001288	ENST00000549780	ENSGALT00010002984	hsa0000244995-gge0000028349|0.85;hsa0000245002-gge0000028350|0.62
ENSG00000177426	ENSGALG00010001288	ENST00000405385	ENSGALT00010002984	hsa0000244995-gge0000028349|0.85;hsa0000245004-gge0000028350|0.75
ENSG00000177426	ENSGALG00010001288	ENST00000551541	ENSGALT00010002984	hsa0000244995-gge0000028349|0.85;hsa0000245004-gge0000028350|0.75
ENSG00000177426	ENSGALG00010001288	ENST00000345133	ENSGALT00010002984	hsa0000244995-gge0000028349|0.85;hsa0000245004-gge0000028350|0.75
ENSG00000177426	ENSGALG00010001288	ENST00000330513	ENSGALT00010002984	hsa0000244995-gge0000028349|0.85;hsa0000245004-gge0000028350|0.75
ENSG00000177426	ENSGALG00010001288	ENST00000549546	ENSGALT00010002984	hsa0000244995-gge0000028349|0.85;hsa0000245003-gge0000028350|0.72
ENSG00000177426	ENSGALG00010001288	ENST00000400167	ENSGALT00010002984	hsa0000244995-gge0000028349|0.85;hsa0000245004-gge0000028350|0.75
ENSG00000177426	ENSGALG00010001288	ENST00000472042	ENSGALT00010002984	hsa0000244995-gge0000028349|0.85;hsa0000245004-gge0000028350|0.75
ENSG00000100359	ENSGALG00010013084	ENST00000248929	ENSGALT00010031363	hsa0000274665-gge0000020141|1.0;hsa0000274666-gge0000020142|0.73;hsa0000274667-gge0000020143|0.76;hsa0000274668-gge0000020144|0.75;hsa0000274670-gge0000020145|0.83;hsa0000274671-gge0000020146|0.82;hsa0000274672-gge0000020147|0.87;hsa0000274673-gge0000020148|0.84;hsa0000274674-gge0000020149|0.78;hsa0000274675-gge0000020150|0.75;hsa0000274676-gge0000020151|0.84;hsa0000274677-gge0000020152|0.88;hsa0000274678-gge0000020153|0.78;hsa0000274679-gge0000020154|0.8;hsa0000274680-gge0000020155|0.82;hsa0000274682-gge0000020156|0.79;hsa0000274683-gge0000020157|0.88;hsa0000274684-gge0000020158|0.8;hsa0000274685-gge0000020159|0.86;hsa0000274687-gge0000020160|0.8;hsa0000274689-gge0000020162|0.77
ENSG00000172766	ENSGALG00010003183	ENST00000379406	ENSGALT00010007422	hsa0000189839-gge0000005090|0.89;hsa0000189840-gge0000005091|0.91;hsa0000189841-gge0000005092|0.88;hsa0000189842-gge0000005093|0.84;hsa0000189843-gge0000005094|0.86;hsa0000189844-gge0000005095|0.86;hsa0000189845-gge0000005096|0.79;hsa0000189846-gge0000005097|0.83;hsa0000189847-gge0000005098|0.96;hsa0000189848-gge0000005099|0.81;hsa0000189849-gge0000005100|0.85;hsa0000189851-gge0000005101|0.84;hsa0000189852-gge0000005102|0.84;hsa0000189854-gge0000005103|0.88;hsa0000189855-gge0000005104|0.83;hsa0000189856-gge0000005105|0.85;hsa0000189857-gge0000005106|0.88;hsa0000189858-gge0000005107|0.85;hsa0000189859-gge0000005108|0.77;hsa0000189860-gge0000005110|0.71
ENSG00000102760	ENSGALG00010003192	ENST00000379359	ENSGALT00010007441	hsa0000189861-gge0000005115|0.63;hsa0000189862-gge0000005116|0.77;hsa0000189863-gge0000005117|0.78;hsa0000189864-gge0000005118|0.79;hsa0000189865-gge0000005119|1.0
ENSG00000151468	ENSGALG00010005368	ENST00000378825	ENSGALT00010012766	hsa0000161026-gge0000007666|0.74;hsa0000161027-gge0000007669|0.77;hsa0000161029-gge0000007670|0.7
ENSG00000149657	ENSGALG00010022801	ENST00000279068	ENSGALT00010055452	hsa0000249505-gge0000154644|0.84;hsa0000249506-gge0000154645|0.84;hsa0000249508-gge0000154646|0.76;hsa0000249512-gge0000154648|0.69;hsa0000249513-gge0000154649|0.74;hsa0000249516-gge0000154651|0.8;hsa0000249517-gge0000154652|0.75;hsa0000249518-gge0000154653|0.73
ENSG00000151657	ENSGALG00010005269	ENST00000379562	ENSGALT00010012479	hsa0000161030-gge0000007212|0.89;hsa0000161031-gge0000007213|0.83;hsa0000161032-gge0000007214|0.91;hsa0000161033-gge0000007215|0.85;hsa0000161034-gge0000007216|0.82;hsa0000161035-gge0000007217|0.69;hsa0000161036-gge0000007218|0.75;hsa0000161037-gge0000007219|0.75;hsa0000161038-gge0000007220|0.82;hsa0000161039-gge0000007221|0.83;hsa0000161040-gge0000007222|0.86;hsa0000161041-gge0000007223|0.76;hsa0000161042-gge0000007224|0.87
ENSG00000120158	ENSGALG00010011222	ENST00000381750	ENSGALT00010026820	hsa0000133688-gge0000080638|0.76;hsa0000133689-gge0000080639|0.78;hsa0000133690-gge0000080640|0.74;hsa0000133692-gge0000080641|0.8;hsa0000133693-gge0000080642|0.74;hsa0000133696-gge0000080643|0.78;hsa0000133697-gge0000080644|0.78;hsa0000133698-gge0000080645|0.85;hsa0000133699-gge0000080649|0.77
ENSG00000126773	ENSGALG00010016943	ENST00000406854	ENSGALT00010040905	hsa0000193039-gge0000088931|0.79;hsa0000193041-gge0000088932|0.7;hsa0000193043-gge0000088933|0.72;hsa0000193044-gge0000088934|0.75;hsa0000193045-gge0000088935|0.79;hsa0000193047-gge0000088936|0.72;hsa0000193051-gge0000088937|0.78;hsa0000193054-gge0000088938|0.66;hsa0000193058-gge0000088939|0.76;hsa0000193060-gge0000088940|0.75
ENSG00000152464	ENSGALG00010002608	ENST00000378203	ENSGALT00010006027	hsa0000161050-gge0000030013|0.61
ENSG00000152464	ENSGALG00010002608	ENST00000378202	ENSGALT00010006027	hsa0000161050-gge0000030013|0.61
ENSG00000152464	ENSGALG00010002608	ENST00000378197	ENSGALT00010006027	hsa0000161050-gge0000030013|0.61
ENSG00000152464	ENSGALG00010002608	ENST00000616640	ENSGALT00010006027	hsa0000161050-gge0000030013|0.61
ENSG00000125249	ENSGALG00010005237	ENST00000245304	ENSGALT00010012391	hsa0000189912-gge0000007004|0.92;hsa0000189914-gge0000007005|0.87
ENSG00000139679	ENSGALG00010003920	ENST00000378434	ENSGALT00010009074	hsa0000189915-gge0000005865|0.72
ENSG00000139679	ENSGALG00010003920	ENST00000378434	ENSGALT00010009075	hsa0000189915-gge0000005866|0.72
ENSG00000139679	ENSGALG00010003920	ENST00000620633	ENSGALT00010009074	hsa0000189915-gge0000005865|0.72
ENSG00000139679	ENSGALG00010003920	ENST00000620633	ENSGALT00010009075	hsa0000189915-gge0000005866|0.72
ENSG00000139679	ENSGALG00010003920	ENST00000345941	ENSGALT00010009074	hsa0000189915-gge0000005865|0.72
ENSG00000139679	ENSGALG00010003920	ENST00000345941	ENSGALT00010009075	hsa0000189915-gge0000005866|0.72
ENSG00000126778	ENSGALG00010017933	ENST00000645694	ENSGALT00010043352	hsa0000193063-gge0000090054|0.91;hsa0000193064-gge0000090055|0.75
ENSG00000118271	ENSGALG00010004315	ENST00000649620	ENSGALT00010010060	hsa0000245060-gge0000032291|0.65;hsa0000245061-gge0000032292|0.6;hsa0000245063-gge0000032293|0.7;hsa0000245064-gge0000032294|0.64
ENSG00000118271	ENSGALG00010004315	ENST00000237014	ENSGALT00010010060	hsa0000245060-gge0000032291|0.65;hsa0000245061-gge0000032292|0.6;hsa0000245063-gge0000032293|0.7;hsa0000245064-gge0000032294|0.64
ENSG00000154001	ENSGALG00010017701	ENST00000337537	ENSGALT00010042794	hsa0000193065-gge0000089833|0.95;hsa0000193066-gge0000089836|0.97;hsa0000193068-gge0000089837|0.91;hsa0000193069-gge0000089838|0.94;hsa0000193070-gge0000089839|0.92;hsa0000193071-gge0000089840|0.9;hsa0000193072-gge0000089841|0.92;hsa0000193073-gge0000089842|0.94;hsa0000193074-gge0000089843|0.82;hsa0000193075-gge0000089844|0.88;hsa0000193076-gge0000089845|0.91;hsa0000193078-gge0000089846|0.8;hsa0000193079-gge0000089848|0.92
